References,DOIS,Iteration,Status
"P. Tichý, ""ON POPPER'S DEFINITIONS OF VERISIMILITUDE1"", The British Journal for the Philosophy of Science, 1974.",https://doi.org/10.1093/bjps/25.2.155,1,Extraction successful
"W. French, ""Organization Development: Behavioral Science Interventions for Organization Improvement"", , 1972.",https://doi.org/10.2307/2521470,1,Abstract not found
"M. Esfeld, Dustin Lazarovici, Vincent Lam, Mario Hubert, ""The British Journal for the Philosophy of Science"", Nature, 1957.",https://doi.org/10.1086/287572,1,Abstract not found
"F. Blum, ""Action Research--A Scientific Approach?"", Philosophy of Science, 1955.",https://doi.org/10.1086/287381,1,Extraction successful
"Olav Eikeland, ""The validity of action research - validity in action research"", , 2006.",No doi,1,DOI not found
"P. Checkland, ""From framework through experience to learning: The essential nature of action research"", , 1991.",No doi,1,DOI not found
"H. Nissen, H. Klein, R. Hirschheim, ""Information systems research: contemporary approaches and emergent traditions"", , 1991.",No doi,1,DOI not found
"Pilar Rodríguez, J. Partanen, P. Kuvaja, M. Oivo, ""Combining Lean Thinking and Agile Methods for Software Development: A Case Study of a Finnish Provider of Wireless Embedded Systems Detailed"", 2014 47th Hawaii International Conference on System Sciences, 2014.",https://doi.org/10.1109/HICSS.2014.586,1,Extraction successful
"C. Wohlin, ""Empirical software engineering research with industry: Top 10 challenges"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618469,1,Extraction successful
"Sofia Sherman, I. Hadar, ""Conducting a long-term case study in a software firm: An experience report"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618470,1,Extraction successful
"Shilpi Jain, M. Babar, J. Fernandez, ""Conducting empirical studies in industry: Balancing rigor and relevance"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618463,1,Extraction successful
"Pilar Rodríguez, K. Mikkonen, P. Kuvaja, M. Oivo, J. Garbajosa, ""Building lean thinking in a telecom software development organization: strengths and challenges"", ICSSP 2013, 2013.",https://doi.org/10.1145/2486046.2486064,1,Abstract not found
"Teemu Karvonen, Pilar Rodríguez, P. Kuvaja, K. Mikkonen, M. Oivo, ""Adapting the Lean Enterprise Self-Assessment Tool for the Software Development Domain"", 2012 38th Euromicro Conference on Software Engineering and Advanced Applications, 2012.",https://doi.org/10.1109/SEAA.2012.51,1,Extraction successful
"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter, ""The Success Factors Powering Industry-Academia Collaboration"", IEEE Software, 2012.",https://doi.org/10.1109/MS.2011.92,1,Extraction successful
"M. C. Tremblay, A. Hevner, D. Berndt, ""Focus Groups for Artifact Refinement and Evaluation in Design Research"", Commun. Assoc. Inf. Syst., 2010.",https://doi.org/10.17705/1CAIS.02627,1,Extraction successful
"W. Kuechler, V. Vaishnavi, ""On theory development in design science research: anatomy of a research project"", Eur. J. Inf. Syst., 2008.",https://doi.org/10.1057/ejis.2008.40,1,Extraction successful
"K. Peffers, T. Tuunanen, M. Rothenberger, S. Chatterjee, ""A Design Science Research Methodology for Information Systems Research"", J. Manag. Inf. Syst., 2007.",https://doi.org/10.2753/MIS0742-1222240302,1,Extraction successful
"Davide Jones, S. Gregor, ""The Anatomy of a Design Theory"", J. Assoc. Inf. Syst., 2007.",https://doi.org/10.17705/1JAIS.00129,1,Extraction successful
"M. Bichler, ""Design science in information systems research"", Wirtschaftsinf., 2006.",https://doi.org/10.1007/s11576-006-0028-8,1,Abstract not found
"S. March, Gerald F. Smith, ""Design and natural science research on information technology"", Decis. Support Syst., 1995.",https://doi.org/10.1016/0167-9236(94)00041-2,1,Extraction successful
"Pilar Rodríguez, ""Combining lean thinking and agile software development : how do software-intensive companies use them in practice?"", , 2013.",No doi,1,DOI not found
"Silverio Martínez-Fernández, Claudia P. Ayala, X. Franch, Helena Martins Marques, ""Artifacts of software reference architectures: a case study"", EASE '14, 2014.",https://doi.org/10.1145/2601248.2601282,1,Extraction successful
"Silverio Martínez-Fernández, Claudia P. Ayala, X. Franch, Helena Martins Marques, ""Benefits and Drawbacks of Reference Architectures"", ECSA, 2013.",https://doi.org/10.1007/978-3-642-39031-9_26,1,Extraction successful
"Silverio Martínez-Fernández, Claudia P. Ayala, X. Franch, Helena Martins Marques, ""REARM: A Reuse-Based Economic Model for Software Reference Architectures"", ICSR, 2013.",https://doi.org/10.1007/978-3-642-38977-1_7,1,Extraction successful
"C. Wohlin, ""Empirical software engineering research with industry: Top 10 challenges"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618469,1,Extraction successful
"M. Baldassarre, D. Caivano, G. Visaggio, ""Empirical studies for innovation dissemination: ten years of experience"", EASE '13, 2013.",https://doi.org/10.1145/2460999.2461020,1,Abstract not found
"P. Runeson, ""It Takes Two to Tango -- An Experience Report on Industry -- Academia Collaboration"", 2012 IEEE Fifth International Conference on Software Testing, Verification and Validation, 2012.",https://doi.org/10.1109/ICST.2012.190,1,Extraction successful
"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter, ""The Success Factors Powering Industry-Academia Collaboration"", IEEE Software, 2012.",https://doi.org/10.1109/MS.2011.92,1,Extraction successful
"M. Babar, P. Lago, A. Deursen, ""Empirical research in software architecture: opportunities, challenges, and approaches"", Empirical Software Engineering, 2011.",https://doi.org/10.1007/s10664-011-9168-6,1,Extraction successful
"A. Sandberg, L. Pareto, T. Arts, ""Agile Collaborative Research: Action Principles for Industry-Academia Collaboration"", IEEE Software, 2011.",https://doi.org/10.1109/MS.2011.49,1,Extraction successful
"A. MacCormack, J. Rusnak, C. Baldwin, ""Exploring the Duality between Product and Organizational Architectures: A Test of the Mirroring Hypothesis"", , 2011.",https://doi.org/10.2139/ssrn.1104745,1,Abstract not found
"M. Babar, L. Bass, I. Gorton, ""Factors Influencing Industrial Practices of Software Architecture Evaluation: An Empirical Investigation"", QoSA, 2007.",https://doi.org/10.1007/978-3-540-77619-2_6,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",https://doi.org/10.1109/MS.2006.147,1,Extraction successful
"S. Pfleeger, ""Understanding and improving technology transfer in software engineering"", J. Syst. Softw., 1999.",https://doi.org/10.1016/S0164-1212(99)00031-X,1,Extraction successful
"Silverio Martínez-Fernández, Claudia P. Ayala, X. Franch, Helena Martins Marques, David Ameller, ""A Framework for Software Reference Architecture Analysis and Review"", CIbSE, 2013.",No doi,1,DOI not found
"J. Poulin, ""Measuring software reuse - principles, practices, and economic models"", , 1996.",No doi,1,DOI not found
"P. Runeson, Sten Minör, ""The 4+1 view model of industry--academia collaboration"", WISE@ASE, 2014.",https://doi.org/10.1145/2647648.2647651,1,Done already in 1.0
"Alma Orucevic-Alagic, Martin Höst, ""Network Analysis of a Large Scale Open Source Project"", 2014 40th EUROMICRO Conference on Software Engineering and Advanced Applications, 2014.",https://doi.org/10.1109/SEAA.2014.50,1,Extraction successful
"Jan Kasper Martinsen, Håkan Grahn, Anders Isberg, ""Heuristics for Thread-Level Speculation in Web Applications"", IEEE Computer Architecture Letters, 2014.",https://doi.org/10.1109/L-CA.2013.26,1,Extraction successful
"E. Bjarnason, K. Smolander, Emelie Engström, P. Runeson, ""Alignment practices affect distances in software development: a theory and a model"", GTSE 2014, 2014.",https://doi.org/10.1145/2593752.2593757,1,Extraction successful
"E. Bjarnason, P. Runeson, Markus Borg, M. Unterkalmsteiner, Emelie Engström, B. Regnell, Giedre Sabaliauskaite, A. Loconsole, T. Gorschek, R. Feldt, ""Challenges and practices in aligning requirements with verification and validation: a case study of six companies"", Empirical Software Engineering, 2014.",https://doi.org/10.1007/s10664-013-9263-y,1,Abstract not found
"B. Magnusson, Björn A. Johnsson, ""Some like it hot: automating an electric kettle using PalCom"", UbiComp, 2013.",https://doi.org/10.1145/2494091.2494110,1,Extraction successful
"C. Wohlin, ""Empirical software engineering research with industry: Top 10 challenges"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618469,1,Extraction successful
"P. Runeson, ""It Takes Two to Tango -- An Experience Report on Industry -- Academia Collaboration"", 2012 IEEE Fifth International Conference on Software Testing, Verification and Validation, 2012.",https://doi.org/10.1109/ICST.2012.190,1,Extraction successful
"P. Runeson, Martin Höst, A. Rainer, B. Regnell, ""Case Study Research in Software Engineering - Guidelines and Examples"", , 2012.",https://doi.org/10.1002/9781118181034,1,Extraction successful
"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter, ""The Success Factors Powering Industry-Academia Collaboration"", IEEE Software, 2012.",https://doi.org/10.1109/MS.2011.92,1,Extraction successful
"A. Sandberg, L. Pareto, T. Arts, ""Agile Collaborative Research: Action Principles for Industry-Academia Collaboration"", IEEE Software, 2011.",https://doi.org/10.1109/MS.2011.49,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",https://doi.org/10.1109/MS.2006.147,1,Extraction successful
"P. Runeson, Sten Minör, Johan Svenér, ""Get the cogs in synch: time horizon aspects of industry--academia collaboration"", WISE@ASE, 2014.",https://doi.org/10.1145/2647648.2647652,1,Done already in 1.0
"Emelie Engström, M. Mäntylä, P. Runeson, Markus Borg, ""Supporting Regression Test Scoping with Visual Analytics"", 2014 IEEE Seventh International Conference on Software Testing, Verification and Validation, 2014.",https://doi.org/10.1109/ICST.2014.41,1,Extraction successful
"Jesper Pedersen Notander, Martin Höst, P. Runeson, ""Challenges in Flexible Safety-Critical Software Development - An Industrial Qualitative Survey"", PROFES, 2013.",https://doi.org/10.1007/978-3-642-39259-7_23,1,Extraction successful
"C. Wohlin, ""Empirical software engineering research with industry: Top 10 challenges"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618469,1,Extraction successful
"P. Runeson, ""It Takes Two to Tango -- An Experience Report on Industry -- Academia Collaboration"", 2012 IEEE Fifth International Conference on Software Testing, Verification and Validation, 2012.",https://doi.org/10.1109/ICST.2012.190,1,Extraction successful
"A. Sandberg, L. Pareto, T. Arts, ""Agile Collaborative Research: Action Principles for Industry-Academia Collaboration"", IEEE Software, 2011.",https://doi.org/10.1109/MS.2011.49,1,Extraction successful
"Emelie Engström, P. Runeson, M. Skoglund, ""A systematic review on regression test selection techniques"", Inf. Softw. Technol., 2010.",https://doi.org/10.1016/j.infsof.2009.07.001,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",https://doi.org/10.1109/MS.2006.147,1,Extraction successful
"W. Duncan, ""A GUIDE TO THE PROJECT MANAGEMENT BODY OF KNOWLEDGE"", , 1996.",https://doi.org/10.5860/choice.34-1636,1,Abstract not found
"Philippe B Kruchten, ""The 4+1 View Model of Architecture"", IEEE Softw., 1995.",https://doi.org/10.1109/52.469759,1,Extraction successful
"Eduard Paul Enoiu, Daniel Sundmark, P. Pettersson, ""Using Logic Coverage to Improve Testing Function Block Diagrams"", ICTSS, 2013.",https://doi.org/10.1007/978-3-642-41707-8_1,1,Extraction successful
"Sigrid Eldh, ""Some researcher considerations when conducting empirical studies in industry"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618476,1,Extraction successful
"Eduard Paul Enoiu, Kivanc Doganay, M. Bohlin, Daniel Sundmark, P. Pettersson, ""MOS: An integrated model-based and search-based testing tool for Function Block Diagrams"", 2013 1st International Workshop on Combining Modelling and Search-Based Software Engineering (CMSBSE), 2013.",https://doi.org/10.1109/CMSBSE.2013.6605711,1,Extraction successful
"Eduard Paul Enoiu, Daniel Sundmark, P. Pettersson, ""Model-Based Test Suite Generation for Function Block Diagrams Using the UPPAAL Model Checker"", 2013 IEEE Sixth International Conference on Software Testing, Verification and Validation Workshops, 2013.",https://doi.org/10.1109/ICSTW.2013.27,1,Extraction successful
"D. Czarnitzki, Christoph Grimpe, Andrew A. Toole, ""Delay and Secrecy: Does Industry Sponsorship Jeopardize Disclosure of Academic Research?"", , 2011.",https://doi.org/10.2139/ssrn.1786378,1,Abstract not found
"Shaukat Ali, L. Briand, H. Hemmati, R. Panesar-Walawege, ""A Systematic Review of the Application and Empirical Investigation of Search-Based Test Case Generation"", IEEE Transactions on Software Engineering, 2010.",https://doi.org/10.1109/TSE.2009.52,1,Extraction successful
"W. E. Wong, T. H. Tse, R. Glass, V. Basili, T. Chen, ""An assessment of systems and software engineering scholars and institutions (2001-2005)"", J. Syst. Softw., 2008.",https://doi.org/10.1016/j.jss.2007.09.018,1,Extraction successful
"M. Perkmann, K. Walsh, ""Engaging the Scholar: Three Types of Academic Consulting and Their Impact on Universities and Industry"", , 2008.",https://doi.org/10.1016/J.RESPOL.2008.07.009,1,Extraction successful
"M. Perkmann, K. Walsh, ""University Industry Relationships and Open Innovation: Towards a Research Agenda"", , 2007.",https://doi.org/10.1111/j.1468-2370.2007.00225.x,1,Extraction successful
"L. Dooley, D. Kirk, ""University‐industry collaboration"", , 2007.",https://doi.org/10.1108/14601060710776734,1,Abstract not found
"Y. Lee, ""The Sustainability of University-Industry Research Collaboration: An Empirical Assessment"", , 2000.",https://doi.org/10.1023/A:1007895322042,1,Extraction successful
"Y. Lee, ""'TECHNOLOGY TRANSFER' AND THE RESEARCH UNIVERSITY : A SEARCH FOR THE BOUNDARIES OF UNIVERSITY-INDUSTRY COLLABORATION"", , 1996.",https://doi.org/10.1016/0048-7333(95)00857-8,1,Extraction successful
"P. Grünbacher, Rick Rabiser, ""Success factors for empirical studies in industry-academia collaboration: A reflection"", 2013 1st International Workshop on Conducting Empirical Studies in Industry (CESI), 2013.",https://doi.org/10.1109/CESI.2013.6618466,1,Extraction successful
"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter, ""The Success Factors Powering Industry-Academia Collaboration"", IEEE Software, 2012.",https://doi.org/10.1109/MS.2011.92,1,Extraction successful
"P. Runeson, Martin Höst, ""Guidelines for conducting and reporting case study research in software engineering"", Empirical Software Engineering, 2009.",https://doi.org/10.1007/s10664-008-9102-8,1,Extraction successful
"M. Shaw, ""What makes good research in software engineering?"", International Journal on Software Tools for Technology Transfer, 2002.",https://doi.org/10.1007/s10009-002-0083-4,1,Extraction successful
"T. Barnes, I. Pashby, Anne Gibbons, ""Effective University - Industry Interaction: A Multi-case Evaluation of Collaborative R&D Projects"", , 2002.",https://doi.org/10.1016/S0263-2373(02)00044-0,1,Extraction successful
"Jess Gaspar, E. Glaeser, ""Information Technology and the Future of Cities"", , 1996.",https://doi.org/10.1006/JUEC.1996.2031,1,Extraction successful
"V. Basili, ""The role of experimentation in software engineering: past, current, and future"", Proceedings of IEEE 18th International Conference on Software Engineering, 1996.",https://doi.org/10.1109/ICSE.1996.493439,1,Extraction successful
"C. Darwin, ""The origin of species by means of natural selecti : or, The preservation of favored races in the struggle for life /"", , 1904.",https://doi.org/10.5962/BHL.TITLE.51879,1,Abstract not found
"C. Darwin, ""The Origin of Species by Means of Natural Selection, Or, The Preservation of Favoured Races in the Struggle for Life"", , 2019.",https://doi.org/10.1037/14088-000,1,Abstract not found
"J. Calof, Gregory Richards, L. Mirabeau, H. Mouftah, P. Mackinnon, P. Chapman, ""An Overview of the Demise of Nortel Networks and Key Lessons Learned : Systemic effects in environment , resilience and black-cloud formation"", , 2014.",No doi,1,DOI not found
"Jim Shore, S. Warden, ""The art of agile development"", , 2007.",No doi,1,DOI not found
"J. Maeda, ""The laws of simplicity"", Design, technology, business, life, 2006.",No doi,1,DOI not found
"C. Dede, ""The Evolution of Information Technology: Implications for Curriculum"", , 1989.",No doi,1,DOI not found
"P. Runeson, ""It Takes Two to Tango -- An Experience Report on Industry -- Academia Collaboration"", 2012 IEEE Fifth International Conference on Software Testing, Verification and Validation, 2012.",https://doi.org/10.1109/ICST.2012.190,1,Extraction successful
"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter, ""The Success Factors Powering Industry-Academia Collaboration"", IEEE Software, 2012.",https://doi.org/10.1109/MS.2011.92,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""Industry evaluation of the Requirements Abstraction Model"", Requirements Engineering, 2007.",https://doi.org/10.1007/s00766-007-0047-z,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",https://doi.org/10.1109/MS.2006.147,1,Extraction successful
"M. Staron, L. Kuzniarz, C. Wohlin, ""Empirical assessment of using stereotypes to improve comprehension of UML models: A set of experiments"", J. Syst. Softw., 2006.",https://doi.org/10.1016/j.jss.2005.09.014,1,Extraction successful
"T. Gorschek, C. Wohlin, ""Requirements Abstraction Model"", Requirements Engineering, 2005.",https://doi.org/10.1007/s00766-005-0020-7,1,Extraction successful
"A. Hevner, S. March, Jinsoo Park, S. Ram, ""Design Science in Information Systems Research"", MIS Q., 2004.",https://doi.org/10.2307/25148625,1,Extraction successful
"A. Kornecki, S. Khajenoori, D. Gluch, N. Kameli, ""On a partnership between software industry and academia"", Proceedings 16th Conference on Software Engineering Education and Training, 2003. (CSEE&T 2003)., 2003.",https://doi.org/10.1109/CSEE.2003.1191351,1,Extraction successful
"V. Basili, F. McGarry, R. Pajerski, M. Zelkowitz, ""Lessons learned from 25 years of process improvement: the rise and fall of the NASA software engineering laboratory"", Proceedings of the 24th International Conference on Software Engineering. ICSE 2002, 2002.",https://doi.org/10.1145/581339.581351,1,Extraction successful
"G. Pour, M. Griss, M. Lutz, ""The push to make software engineering respectable"", Computer, 2000.",https://doi.org/10.1109/2.841782,1,Extraction successful
"C. Wohlin, B. Regnell, ""Achieving industrial relevance in software engineering education"", Proceedings 12th Conference on Software Engineering Education and Training (Cat. No.PR00131), 1999.",https://doi.org/10.1109/CSEE.1999.755175,1,Extraction successful
"K. Beckman, N. Coulter, S. Khajenoori, N. Mead, ""Collaborations: Closing the Industry-Academia Gap"", IEEE Softw., 1997.",https://doi.org/10.1109/52.636668,1,Extraction successful
"L. Votta, A. Porter, ""Experimental Software Engineering: A Report on the State of the Art"", 1995 17th International Conference on Software Engineering, 1995.",https://doi.org/10.1145/225014.225040,1,Abstract not found
"C. Wohlin, Håkan Grahn, L. Philips, S. Kågström, E. Angelis, Per Rovegard, T. Gorschek, J. Winter, G. Low, Kennet Henningsson, A. Aurum, Piotr Tomaszewski, Y. Dittrich, C. V. Toorn, ""Success Factors Powering Industry-Academia Collaboration in Software Research"", , 2012.",https://doi.org/10.1109/ms.2011.92,1,Extraction successful
"Christopher B. Califf, Tanya Beaulieu, Todd Martin, ""Engaged Scholarship: A Guide for Organizational and Social Research"", , 2012.",https://doi.org/10.1080/15228053.2012.10845707,1,Abstract not found
"L. Pareto, Peter S. Eriksson, Staffan Ehnebom, ""Concern Visibility in Base Station Development - An Empirical Investigation"", MoDELS, 2009.",https://doi.org/10.1007/978-3-642-04425-0_15,1,Extraction successful
"M. Staron, Wilhelm Meding, Christer Nilsson, ""A framework for developing measurement systems and its industrial evaluation"", Inf. Softw. Technol., 2009.",https://doi.org/10.1016/j.infsof.2008.10.001,1,Extraction successful
"A. Sandberg, L. Pareto, U. Snis, M. Staron, ""Continuing professional development by practitioner integrated learning"", OOPSLA '07, 2007.",https://doi.org/10.1145/1297846.1297941,1,Extraction successful
"H. D. Rombach, R. Achatz, ""Research Collaborations between Academia and Industry"", Future of Software Engineering (FOSE '07), 2007.",https://doi.org/10.1109/FOSE.2007.16,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",https://doi.org/10.1109/MS.2006.147,1,Extraction successful
"T. Arts, John Hughes, J. Johansson, Ulf T. Wiger, ""Testing telecoms software with quviq QuickCheck"", ERLANG '06, 2006.",https://doi.org/10.1145/1159789.1159792,1,Extraction successful
"Eva-María Mora-Valentín, Ángeles Montoro-Sánchez, L. Guerras-Martín, ""Determining factors in the success of R&D cooperative agreements between firms and research organizations"", , 2004.",https://doi.org/10.1016/S0048-7333(03)00087-8,1,Extraction successful
"T. Barnes, I. Pashby, Anne Gibbons, ""Effective University - Industry Interaction: A Multi-case Evaluation of Collaborative R&D Projects"", , 2002.",https://doi.org/10.1016/S0263-2373(02)00044-0,1,Extraction successful
"M. Beer, ""Why Management Research Findings Are Unimplementable: An Action Science Perspective"", , 2001.",https://doi.org/10.1162/152417301570383,1,Abstract not found
"L. Mathiassen, ""Collaborative Practice Research"", Scand. J. Inf. Syst., 2002.",https://doi.org/10.1108/09593840210453115,1,Extraction successful
"L. Applegate, ""Rigor and Relevance in MIS Research-Introduction"", , 1999.",https://doi.org/10.2307/249402,1,Abstract not found
