References,DOIS,Iteration,Status
"Ayse Tosun Misirli, Óscar Dieste Tubío, D. Fucci, S. Vegas, Burak Turhan, H. Erdogmus, Adrián Santos, M. Oivo, Kimmo Toro, J. Järvinen, Natalia Juristo Juzgado, ""An industry experiment on the effects of test-driven development on external quality and productivity"", Empirical Software Engineering, 2017.",https://doi.org/10.1007/s10664-016-9490-0,1,Extraction successful
"Kazem Taghandiki, A. Zaeri, Amirreza Shirani, ""A Supervised Approach for Automatic Web Documents Topic Extraction Using Well-Known Web Design Features"", , 2016.",https://doi.org/10.5815/IJMECS.2016.11.03,1,Abstract not found
"V. Garousi, K. Petersen, B. Özkan, ""Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review"", Inf. Softw. Technol., 2016.",https://doi.org/10.1016/J.INFSOF.2016.07.006,1,Extraction successful
"N. Juristo, ""Experiences Conducting Experiments in Industry: The ESEIL FiDiPro Project"", 2016 IEEE/ACM 4th International Workshop on Conducting Empirical Studies in Industry (CESI), 2016.",https://doi.org/10.1145/2896839.2896846,1,Extraction successful
"V. Garousi, Kadir Herkiloglu, ""Selecting the Right Topics for Industry-Academia Collaborations in Software Testing: An Experience Report"", 2016 IEEE International Conference on Software Testing, Verification and Validation (ICST), 2016.",https://doi.org/10.1109/ICST.2016.7,1,Extraction successful
"K. Petersen, ""A Researcher’s Experiences in Supporting Industrial Software Process Improvement"", , 2016.",https://doi.org/10.1007/978-3-319-31545-4_12,1,Extraction successful
"D. Fucci, ""The role of process conformance and developers' skills in the context of test-driven development"", , 2016.",https://doi.org/10.1016/J.INFSOF.2015.08.004,1,Abstract not found
"D. Fucci, Burak Turhan, Natalia Juristo Juzgado, Óscar Dieste Tubío, Ayse Tosun Misirli, M. Oivo, ""Towards an operationalization of test-driven development skills: An industrial empirical study"", Inf. Softw. Technol., 2015.",https://doi.org/10.1109/CESI.2015.11,1,Extraction successful
"L. Prechelt, Franz Zieris, H. Schmeisky, ""Difficulty Factors of Obtaining Access for Empirical Studies in Industry"", 2015 IEEE/ACM 3rd International Workshop on Conducting Empirical Studies in Industry, 2015.",No doi,1,DOI not found
"Marion Wiese, Klara Borowa, ""IT managers’ perspective on Technical Debt Management"", Journal of Systems and Software, 2023.",https://doi.org/10.1016/j.jss.2023.111700,1,Extraction successful
"D. Marijan, Sagar Sen, ""Industry–Academia Research Collaboration and Knowledge Co-creation: Patterns and Anti-patterns"", ACM Trans. Softw. Eng. Methodol., 2022.",https://doi.org/10.1145/3494519,1,Extraction successful
"A. Roberts, N. Stanton, D. Fay, Kiome A. Pope, ""It's a circular argument: Examining how a novel configuration impacts information flow in submarine control rooms."", Applied ergonomics, 2021.",https://doi.org/10.1016/j.apergo.2021.103534,1,Abstract not found
"C. Guevara-Vega, B. Bernárdez, A. Durán, Antonio Quiña-Mera, Margarita Cruz, Antonio Ruiz-Cortés, ""Empirical Strategies in Software Engineering Research: A Literature Survey"", 2021 Second International Conference on Information Systems and Software Technologies (ICI2ST), 2021.",https://doi.org/10.1109/ICI2ST51859.2021.00025,1,Abstract not found
"V. Garousi, Dietmar Pfahl, João M. Fernandes, M. Felderer, M. Mäntylä, D. Shepherd, A. Arcuri, Ahmet Coşkunçay, B. Tekinerdogan, ""Characterizing industry-academia collaborations in software engineering: evidence from 101 projects"", Empirical Software Engineering, 2019.",https://doi.org/10.1007/s10664-019-09711-y,1,Abstract not found
"Klaas-Jan Stol, Brian Fitzgerald, ""The ABC of Software Engineering Research"", ACM Trans. Softw. Eng. Methodol., 2018.",https://doi.org/10.1145/3241743,1,Extraction successful
"Norsaremah Salleh, Rashina Hoda, M. T. Su, Tanjila Kanij, J. Grundy, ""Recruitment, engagement and feedback in empirical software engineering studies in industrial contexts"", Inf. Softw. Technol., 2017.",https://doi.org/10.1016/J.INFSOF.2017.12.001,1,Extraction successful
"Isabelle Guillot, Geetha Paulmani, Vivekanandan S. Kumar, S. Fraser, ""Case Studies of Industry-Academia Research Collaborations for Software Development with Agile"", CRIWG, 2017.",https://doi.org/10.1007/978-3-319-63874-4_15,1,Abstract not found
"Vamsi Vamsi Appana, ""Evaluating Industrial Relevance in Search Based Software Engineering Research : A Systematic Mapping Study and Survey"", , 2017.",https://doi.org/10.1007/s11219-016-9319-5,1,Abstract not found
"V. Garousi, M. M. Eskandar, Kadir Herkiloglu, ""Industry–academia collaborations in software testing: experience and success stories from Canada and Turkey"", Software Quality Journal, 2017.",https://doi.org/10.1007/s11219-016-9322-x,1,Extraction successful
"Emelie Engström, K. Petersen, N. Ali, E. Bjarnason, ""SERP-test: a taxonomy for supporting industry–academia communication"", Software Quality Journal, 2017.",https://doi.org/10.1016/J.INFSOF.2016.07.006,1,Extraction successful
"V. Garousi, K. Petersen, B. Özkan, ""Challenges and best practices in industry-academia collaborations in software engineering: A systematic literature review"", Inf. Softw. Technol., 2016.",https://doi.org/10.1007/978-3-319-31545-4_12,1,Extraction successful
"K. Petersen, ""A Researcher’s Experiences in Supporting Industrial Software Process Improvement"", , 2016.",https://doi.org/10.1109/CESI.2015.10,1,Extraction successful
"Mathieu Lavallée, P. Robillard, ""Planning for the Unknown: Lessons Learned from Ten Months of Non-participant Exploratory Observations in the Industry"", 2015 IEEE/ACM 3rd International Workshop on Conducting Empirical Studies in Industry, 2015.",https://doi.org/10.1109/CESI.2015.11,1,Extraction successful
"L. Prechelt, Franz Zieris, H. Schmeisky, ""Difficulty Factors of Obtaining Access for Empirical Studies in Industry"", 2015 IEEE/ACM 3rd International Workshop on Conducting Empirical Studies in Industry, 2015.",https://doi.org/10.1145/2652524.2652582,1,Abstract not found
"Constanza Lampasona, Philipp Diebold, J. Eckhardt, Rolf Schneider, ""Evaluation in practice: artifact-based requirements engineering and scenarios in smart mobility domains"", ESEM '14, 2014.",https://doi.org/10.1016/J.JSS.2014.03.041,1,Abstract not found
"Stavros Stavru, ""A critical examination of recent industrial surveys on agile method usage"", J. Syst. Softw., 2014.",https://doi.org/10.1145/2593690.2593694,1,Extraction successful
"Pilar Rodríguez, P. Kuvaja, M. Oivo, ""Lessons learned on applying design science for bridging the collaboration gap between industry and academia in empirical software engineering"", CESI 2014, 2014.",No doi,1,DOI not found
"Sofia Sherman, I. Hadar, G. Luria, ""Leveraging organizational climate theory for understanding industry-academia collaboration"", Inf. Softw. Technol., 2017.",https://doi.org/10.1016/J.INFSOF.2017.12.006,1,Abstract not found
"Mathieu Lavallée, P. Robillard, ""Planning for the Unknown: Lessons Learned from Ten Months of Non-participant Exploratory Observations in the Industry"", 2015 IEEE/ACM 3rd International Workshop on Conducting Empirical Studies in Industry, 2015.",https://doi.org/10.1109/CESI.2015.10,1,Extraction successful
"Pilar Rodríguez, P. Kuvaja, M. Oivo, ""Lessons learned on applying design science for bridging the collaboration gap between industry and academia in empirical software engineering"", CESI 2014, 2014.",https://doi.org/10.1145/2593690.2593694,1,Extraction successful
"Luan Carlos Santos Silva, C. T. ten Caten, Sílvia Gaia, Rodrigo de Oliveira Souza, ""Tool for Assessment of the Green Technology Transfer Structure in Brazilian Public Universities"", Sustainability, 2023.",https://doi.org/10.3390/su15086873,1,Abstract not found
"Marian Daun, Jennifer Brings, Patricia Aluko Obe, B. Tenbergen, ""An industry survey on approaches, success factors, and barriers for technology transfer in software engineering"", Software: Practice and Experience, 2023.",https://doi.org/10.1002/spe.3200,1,Abstract not found
"Nagadivya Balasubramaniam, Marjo Kauppinen, Antti Rannisto, Kari Hiekkanen, Sari Kujala, ""Transparency and Explainability of AI Systems: From Ethical Guidelines to Requirements"", Information and Software Technology, 2023.",https://doi.org/10.1016/j.infsof.2023.107197,1,Abstract not found
"F. Ferreira, E. Nakagawa, R. Santos, ""Towards an understanding of reliability of software-intensive systems-of-systems"", Inf. Softw. Technol., 2023.",https://doi.org/10.1016/j.infsof.2023.107186,1,Extraction successful
"J. Molléri, E. Mendes, K. Petersen, M. Felderer, ""Determining a core view of research quality in empirical software engineering"", Comput. Stand. Interfaces, 2022.",https://doi.org/10.1016/j.csi.2022.103688,1,Extraction successful
"Lisa Craiut, C. Bungău, Tudor Bungau, C. Grava, P. Otrísal, A. Radu, ""Technology Transfer, Sustainability, and Development, Worldwide and in Romania"", Sustainability, 2022.",https://doi.org/10.3390/su142315728,1,Abstract not found
"P. Rokaya, A. Pietroniro, ""Does academic research have practical relevance? A question of translating hydrology research into practice"", Hydrological Processes, 2022.",https://doi.org/10.1002/hyp.14717,1,Extraction successful
"I. Novikova, A. Stepanova, O. Zhylinska, Anastasiia Samoilikova, ""TECHNOLOGY TRANSFER RISK MANAGEMENT IN THE CONDITIONS OF SCIENTIFIC INTERNATIONALISATION"", Financial and credit activity problems of theory and practice, 2022.",https://doi.org/10.55643/fcaptp.4.45.2022.3808,1,Extraction successful
"R. Malhotra, M. Massoudi, Rajni Jindal, ""An alumni-based collaborative model to strengthen academia and industry partnership: The current challenges and strengths"", Education and Information Technologies, 2022.",https://doi.org/10.1007/s10639-022-11276-1,1,Extraction successful
"Alessio Bucaioni, F. D. Silvestro, I. Singh, Mehrdad Saadatmand, H. Muccini, ""Model‐based generation of test scripts across product variants: An experience report from the railway industry"", J. Softw. Evol. Process., 2022.",https://doi.org/10.1002/smr.2498,1,Abstract not found
"Şevval Mehder, Fatma Başak Aydemir, ""Classification of Issue Discussions in Open Source Projects Using Deep Language Models*"", 2022 IEEE 30th International Requirements Engineering Conference Workshops (REW), 2022.",https://doi.org/10.1109/REW56159.2022.00040,1,Abstract not found
"Lenin Erazo-Garzón, ""Metodología Basada en Modelos en Tiempo de Ejecución para la Construcción y Operación de Sistemas Autoconscientes de Internet de las Cosas"", CIBSE, 2022.",https://doi.org/10.5753/cibse.2022.20989,1,Extraction successful
"D. Fucci, Emil Al'egroth, Thomas Axelsson, ""When Traceability Goes Awry: an Industrial Experience Report"", J. Syst. Softw., 2022.",https://doi.org/10.48550/arXiv.2206.04462,1,Abstract not found
"V. Vansovits, E. Petlenkov, A. Tepljakov, K. Vassiljeva, J. Belikov, ""Bridging the Gap in Technology Transfer for Advanced Process Control with Industrial Applications"", Sensors, 2022.",https://doi.org/10.3390/s22114149,1,Extraction successful
"Madeline Endres, Pemma Reiter, S. Forrest, Westley Weimer, ""What Can Program Repair Learn From Code Review?"", 2022 IEEE/ACM International Workshop on Automated Program Repair (APR), 2022.",https://doi.org/10.1145/3524459.3527352,1,Abstract not found
"D. Marijan, Sagar Sen, ""Industry–Academia Research Collaboration and Knowledge Co-creation: Patterns and Anti-patterns"", ACM Trans. Softw. Eng. Methodol., 2022.",https://doi.org/10.1145/3494519,1,Extraction successful
"C. Wohlin, M. Kalinowski, K. Felizardo, E. Mendes, ""Successful combination of database search and snowballing for identification of primary studies in systematic literature studies"", Inf. Softw. Technol., 2022.",https://doi.org/10.1016/j.infsof.2022.106908,1,Abstract not found
"Alessio Bucaioni, M. Becker, ""Enabling automated integration of architectural languages: An experience report from the automotive domain"", J. Syst. Softw., 2021.",https://doi.org/10.1016/j.jss.2021.111106,1,Abstract not found
"B. S. Aragão, Rossana Andrade, I. Santos, Rute N. S. Castro, Valéria Lelli, Ticianne G. R. Darin, ""TestDCat 3.0: catalog of test debt subtypes and management activities"", Softw. Qual. J., 2021.",https://doi.org/10.1007/S11219-020-09533-Y,1,Extraction successful
"Denis de Gois Marques, Tamara Dallegrave, Luis E. L. Barbosa, C. Rodrigues, W. Santos, ""Industry-Academy Collaboration in Agile Methodology: Preliminary Findings of a Systematic Literature Review"", ICEIS, 2022.",https://doi.org/10.5220/0011115900003179,1,Abstract not found
"C. Wohlin, P. Runeson, ""Guiding the selection of research methodology in industry-academia collaboration in software engineering"", Inf. Softw. Technol., 2021.",https://doi.org/10.1016/J.INFSOF.2021.106678,1,Abstract not found
"D. Marijan, Chetan Bansal, Tamara Lopez, ""Industry-Academia Research Collaborations During and After COVID-19"", ACM SIGSOFT Softw. Eng. Notes, 2021.",https://doi.org/10.1145/3485952.3485957,1,Extraction successful
"Emanuel Dantas, Ademar França de Sousa Neto, M. Perkusich, H. Almeida, A. Perkusich, ""Using Bayesian Networks to Support Managing Technological Risk on Software Projects"", Anais do I Workshop Brasileiro de Engenharia de Software Inteligente (ISE 2021), 2021.",https://doi.org/10.5753/ise.2021.17277,1,Extraction successful
"Valentina Lenarduzzi, Óscar Dieste Tubío, D. Fucci, S. Vegas, ""Towards a Methodology for Participant Selection in Software Engineering Experiments: A Vision of the Future"", ESEM, 2021.",https://doi.org/10.1145/3475716.3484273,1,Extraction successful
"Mohsin Irshad, Ricardo Britto, K. Petersen, ""Adapting Behavior Driven Development (BDD) for large-scale software systems"", J. Syst. Softw., 2021.",https://doi.org/10.1016/j.jss.2021.110944,1,Extraction successful
"Н. Э. Овчинникова, Д. Г. Лазаренко, ""Анализ концептуальных теоретических подходов к проблеме организации трансфера технологий в зарубежных университетах"", , 2021.",https://doi.org/10.15826/UMPA.2021.01.005,1,Extraction successful
"Alessio Bucaioni, F. D. Silvestro, I. Singh, Mehrdad Saadatmand, H. Muccini, Thorvaldur Jochumsson, ""Model-based Automation of Test Script Generation Across Product Variants: a Railway Perspective"", 2021 IEEE/ACM International Conference on Automation of Software Test (AST), 2021.",https://doi.org/10.1109/AST52587.2021.00011,1,Abstract not found
"Alana Corsi, Fabiane Florencio de Souza, R. Pagani, J. Kovaleski, ""Technology transfer oriented to sustainable development: proposal of a theoretical model based on barriers and opportunities"", Scientometrics, 2021.",https://doi.org/10.1007/s11192-021-03969-0,1,Extraction successful
"V. Garousi, Alper Bugra Keles, Yunus Balaman, Zeynep Özdemir Güler, A. Arcuri, ""Model-based testing in practice: An experience report from the web applications domain"", J. Syst. Softw., 2021.",https://doi.org/10.1016/j.jss.2021.111032,1,Extraction successful
"M. Staron, Helena Odenstedt Herg'es, S. Naredi, L. Block, Ali El-Merhi, Richard Vithal, M. Elam, ""Robust Machine Learning in Critical Care — Software Engineering and Medical Perspectives"", 2021 IEEE/ACM 1st Workshop on AI Engineering - Software Engineering for AI (WAIN), 2021.",https://doi.org/10.1109/WAIN52551.2021.00016,1,Abstract not found
"Alessio Bucaioni, Vlatko Dimic, Mattias Gålnander, Henrik Lönn, John Lundbäck, ""Transferring a model-based development methodology to the automotive industry"", 2021 22nd IEEE International Conference on Industrial Technology (ICIT), 2021.",https://doi.org/10.1109/ICIT46573.2021.9453680,1,Abstract not found
"Nishrith Saini, Ricardo Britto, ""Using Machine Intelligence to Prioritise Code Review Requests"", 2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP), 2021.",https://doi.org/10.1109/ICSE-SEIP52600.2021.00010,1,Abstract not found
"D. Marijan, A. Gotlieb, ""Industry-Academia research collaboration in software engineering: The Certus model"", Inf. Softw. Technol., 2020.",https://doi.org/10.1016/j.infsof.2020.106473,1,Abstract not found
"B. S. Aragão, Rossana Andrade, I. Santos, Rute N. S. Castro, Valéria Lelli, Ticianne G. R. Darin, ""TestDCat 3.0: catalog of test debt subtypes and management activities"", Software Quality Journal, 2019.",https://doi.org/10.1007/s11219-020-09533-y,1,Extraction successful
"N. Ovchinnikova, D. Lazarenko, ""The Analysis of Conceptual Theoretical Approaches to the Problem of Technology Transfer in Foreign Universities"", University Management: Practice and Analysis, 2021.",https://doi.org/10.15826/umpa.2021.01.005,1,Extraction successful
"T. Gorschek, D. Méndez, ""Solving Problems or Enabling Problem-Solving? from Purity in Empirical Software Engineering to Effective Co-production (Invited Keynote)"", SWQD, 2021.",https://doi.org/10.1007/978-3-030-65854-0_9,1,Extraction successful
"Erick Barros dos Santos, Lucas Simão da Costa, Thaís Marinho De Amorim, B. S. Aragão, I. Santos, D. R. Vasconcelos, Rossana Andrade, ""Extraction of test cases procedures from textual use cases: is it worth it?"", J. Softw. Eng. Res. Dev., 2020.",https://doi.org/10.5753/jserd.2020.731,1,Extraction successful
"Ricardo Britto, Darja Šmite, L. Damm, J. Börstler, ""Evaluating and strategizing the onboarding of software developers in large-scale globally distributed projects"", J. Syst. Softw., 2020.",https://doi.org/10.1016/j.jss.2020.110699,1,Extraction successful
"M. Naß, Emil Alégroth, R. Feldt, ""On the Industrial Applicability of Augmented Testing: An Empirical Study"", 2020 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW), 2020.",https://doi.org/10.1109/icstw50294.2020.00065,1,Abstract not found
"R. Salvador, M. V. Barros, Guilherme Francisco do Prado, R. Pagani, C. M. Piekarski, Antonio Carlos de Francisco, ""Knowledge and technology transfer in sustainability reports: Fomenting stakeholder engagement for sustainable development"", , 2020.",https://doi.org/10.1002/CSR.2046,1,Extraction successful
"Likang Yin, V. Filkov, ""Team Discussions and Dynamics During DevOps Tool Adoptions in OSS Projects"", 2020 35th IEEE/ACM International Conference on Automated Software Engineering (ASE), 2020.",https://doi.org/10.1145/3324884.3416640,1,Abstract not found
"S. Ågren, E. Knauss, P. Giusto, G. Soremekun, Rogardt Heldal, Daniela E. Damian, ""The Automotive Virtual Verification Ecosystem: Impediments and Enablers"", IEEE Software, 2020.",https://doi.org/10.1109/MS.2019.2905228,1,Extraction successful
"P. Runeson, Emelie Engström, M. Storey, ""The Design Science Paradigm as a Frame for Empirical Software Engineering"", Contemporary Empirical Methods in Software Engineering, 2020.",https://doi.org/10.1007/978-3-030-32489-6_5,1,Extraction successful
"J. Linåker, B. Regnell, ""What to share, when, and where: balancing the objectives and complexities of open source software contributions"", Empirical Software Engineering, 2020.",https://doi.org/10.1007/s10664-020-09855-2,1,Extraction successful
"Simin Wang, LiGuo Huang, Jidong Ge, Tengfei Zhang, Haitao Feng, Ming Li, He Zhang, Vincent Ng, ""Synergy between Machine/Deep Learning and Software Engineering: How Far Are We?"", ArXiv, 2020.",https://doi.org/10.1109/SEAA51224.2020.00089,1,Abstract not found
"Alessio Bucaioni, M. Becker, John Lundbäck, H. Mackamul, ""From AMALTHEA to RCM and Back: a Practical Architectural Mapping Scheme"", 2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA), 2020.",https://doi.org/10.1109/SEAA51224.2020.00053,1,Abstract not found
"D. Marijan, A. Gotlieb, ""Lessons Learned on Research Co-Creation: Making Industry-Academia Collaboration Work"", 2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA), 2020.",https://doi.org/10.1007/978-3-030-58802-1_33,1,Extraction successful
"V. Garousi, Alper Bugra Keles, Yunus Balaman, Zeynep Özdemir Güler, ""Test Automation with the Gauge Framework: Experience and Best Practices"", ICCSA, 2020.",https://doi.org/10.1145/3387940.3391485,1,Abstract not found
"Abir Bouraffa, W. Maalej, ""Two Decades of Empirical Research on Developers' Information Needs: A Preliminary Analysis"", ICSE, 2020.",https://doi.org/10.1145/3377813.3381365,1,Extraction successful
"Anton Strand, Markus Gunnarson, Ricardo Britto, M. Usman, ""Using a Context-Aware Approach to Recommend Code Reviewers: Findings from an Industrial Case Study"", 2020 IEEE/ACM 42nd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP), 2020.",https://doi.org/10.1145/3377816.3381741,1,Abstract not found
"Koen Yskout, Thomas Heyman, Dimitri Van Landuyt, Laurens Sion, Kim Wuyts, W. Joosen, ""Threat modeling: from infancy to maturity"", 2020 IEEE/ACM 42nd International Conference on Software Engineering: New Ideas and Emerging Results (ICSE-NIER), 2020.",https://doi.org/10.1016/j.jss.2020.110520,1,Extraction successful
"V. Garousi, Seyfettin Arkan, Gökhan Urul, Çagri Murat Karapiçak, M. Felderer, ""Assessing the maturity of software testing services using CMMI-SVC: An industrial case study"", ArXiv, 2020.",https://doi.org/10.1145/3383219.3386125,1,Abstract not found
"Henry Edison, N. Carroll, L. Morgan, K. Conboy, ""Inner source software development: Current thinking and an agenda for future research"", J. Syst. Softw., 2020.",https://doi.org/10.1109/TSE.2018.2854716,1,Extraction successful
"Sergio Rico, ""Exploring and improving industry-academia communication in software engineering"", EASE, 2020.",https://doi.org/10.1109/TSE.2018.2846576,1,Extraction successful
"L. E. G. Martins, T. Gorschek, ""Requirements Engineering for Safety-Critical Systems: An Interview Study with Industry Practitioners"", IEEE Transactions on Software Engineering, 2020.",https://doi.org/10.1007/978-3-030-35510-4_1,1,Extraction successful
"Jéssyka Vilela, J. Castro, L. E. G. Martins, T. Gorschek, ""Safety Practices in Requirements Engineering: The Uni-REPM Safety Module"", IEEE Transactions on Software Engineering, 2020.",https://doi.org/10.1177/1548512919896855,1,Extraction successful
"V. Garousi, E. Abbasi, B. Tekinerdogan, ""Experience in engineering of scientific software: The case of an optimization software for oil pipelines"", ArXiv, 2020.",https://doi.org/10.1016/j.jss.2019.110479,1,Extraction successful
"M. Felderer, V. Garousi, ""Together We Are Stronger: Evidence-Based Reflections on Industry-Academia Collaboration in Software Testing"", SWQD, 2020.",https://doi.org/10.1007/978-3-030-32489-6,1,Extraction successful
"J. Hannay, T. van den Berg, Scott Gallant, Kevin Gupton, ""Modeling and Simulation as a Service infrastructure capabilities for discovery, composition and execution of simulation services"", , 2020.",https://doi.org/10.1007/978-3-030-32489-6_18,1,Extraction successful
"Oliver Karras, K. Schneider, Samuel Fricker, ""Representing Software Project Vision by Means of Video: A Quality Model for Vision Videos"", J. Syst. Softw., 2019.",https://doi.org/10.1007/978-3-030-32489-6_10,1,Extraction successful
"M. Felderer, G. Travassos, ""Contemporary Empirical Methods in Software Engineering"", , 2020.",https://doi.org/10.1080/14778238.2019.1678415,1,Extraction successful
"Patrick Haverkate, Marufa Binte Mostafa, Francisco Gomes Oliveira, R. Feldt, ""An experimental study on combining automated and stochastic test data generation"", , 2020.",https://doi.org/10.3390/pr7120917,1,Extraction successful
"T. Gorschek, K. Wnuk, ""Third Generation Industrial Co-production in Software Engineering"", Contemporary Empirical Methods in Software Engineering, 2020.",https://doi.org/10.1007/978-3-030-32610-4,1,Extraction successful
"B. B. N. França, N. Ali, ""The Role of Simulation-Based Studies in Software Engineering Research"", Contemporary Empirical Methods in Software Engineering, 2020.",https://doi.org/10.1145/3364641.3364673,1,Extraction successful
"R. Pagani, B. Ramond, Vander Luiz da Silva, Gilberto Zammar, J. Kovaleski, ""Key factors in university-to-university knowledge and technology transfer on international student mobility"", Knowledge Management Research & Practice, 2020.",https://doi.org/10.1007/s13198-019-00899-2,1,Extraction successful
"Sardar Muhammad Sulaman, ""Evaluating and Improving Risk Analysis Methods for Critical Systems"", , 2019.",https://doi.org/10.1007/978-3-030-29852-4_32,1,Extraction successful
"Sang-Kon Lee, O. Shvetsova, ""Optimization of the Technology Transfer Process Using Gantt Charts and Critical Path Analysis Flow Diagrams: Case Study of the Korean Automobile Industry"", , 2019.",https://doi.org/10.3390/admsci9030067,1,Abstract not found
"M. Staron, ""Action Research in Software Engineering: Theory and Applications"", , 2019.",https://doi.org/10.1109/REW.2019.00013,1,Abstract not found
"Erick Barros dos Santos, Lucas Simão da Costa, B. S. Aragão, I. Santos, Rossana Andrade, ""Extraction of test cases procedures from textual use cases to reduce test effort: Test Factory Experience Report"", SBQS, 2019.",https://doi.org/10.1109/ESEM.2019.8870167,1,Extraction successful
"Sheikh Umar Farooq, ""Gap between academia and industry: a case of empirical evaluation of three software testing methods"", International Journal of System Assurance Engineering and Management, 2019.",https://doi.org/10.1109/ESEM.2019.8870162,1,Abstract not found
"X. Franch, Lidia López, Silverio Martínez-Fernández, M. Oriol, Pilar Rodríguez, Adam Trendowicz, ""Quality-Aware Rapid Software Development Project: The Q-Rapids Project"", TOOLS, 2019.",https://doi.org/10.1109/TR.2019.2927643,1,Extraction successful
"P. Marešová, R. Štemberková, O. Fadeyi, ""Models, Processes, and Roles of Universities in Technology Transfer Management: A Systematic Review"", Administrative Sciences, 2019.",https://doi.org/10.1007/978-3-030-24305-0_38,1,Extraction successful
"Yuliyan V. Maksimov, Samuel Fricker, ""Framework for Analysis of Multi-party Collaboration"", 2019 IEEE 27th International Requirements Engineering Conference Workshops (REW), 2019.",https://doi.org/10.1007/s10664-019-09711-y,1,Abstract not found
"R. Ouriques, Ricardo Britto, K. Wnuk, J. F. S. Ouriques, T. Gorschek, ""A Method to Evaluate Knowledge Resources in Agile Software Development"", 2019 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM), 2019.",https://doi.org/10.1145/3319008.3319358,1,Extraction successful
"Anna Maria Vollmer, Silverio Martínez-Fernández, A. Bagnato, J. Partanen, Lidia López, Pilar Rodríguez, ""Practical experiences and value of applying software analytics to manage quality"", 2019 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM), 2019.",https://doi.org/10.1080/09537325.2018.1495836,1,Extraction successful
"Zhiyi Zhang, Yabin Wang, Ziyuan Wang, Ju Qian, ""How to Effectively Reduce Tens of Millions of Tests: An Industrial Case Study on Adaptive Random Testing"", IEEE Transactions on Reliability, 2019.",https://doi.org/10.1007/978-3-030-32610-4_8,1,Extraction successful
"Danilo Arruda, Matheus Marinho, E. Souza, Fernando Wanderley, ""A Chatbot for Goal-Oriented Requirements Modeling"", ICCSA, 2019.",https://doi.org/10.14279/tuj.eceasst.77.1111,1,Abstract not found
"J. Linåker, ""Guiding Development of Contribution and Community Strategies in Open Source Software Requirements Engineering"", , 2019.",https://doi.org/10.1016/j.jss.2017.09.032,1,Extraction successful
