References,DOIS,Iteration,Status
"W. Fathelbab, I. Hunter, J. Rhodes, ""Synthesis of lossy reflection-mode prototype networks with symmetrical and asymmetrical characteristics"", , 1999.",https://doi.org/10.1049/IP-MAP:19990207,2.0,Extraction successful
"R. Cameron, J. Faugère, F. Rouillier, F. Seyfert, ""Exhaustive approach to the coupling matrix synthesis problem and application to the design of high degree asymmetric filters"", , 2007.",https://doi.org/10.1002/MMCE.20190,2.0,Extraction successful
"H.K. Kim, ""Theory of electrical filters"", Proceedings of the IEEE, 1978.",https://doi.org/10.1109/PROC.1978.11190,2.0,Extraction successful
"J. Rhodes, ""Explicit formula for elements in ideal pulse compression transmission line networks"", , 1973.",https://doi.org/10.1109/TCT.1973.1083647,2.0,Extraction successful
"V. Miraftab, Ming Yu, ""Advanced Coupling Matrix and Admittance Function Synthesis Techniques for Dissipative Microwave Filters"", IEEE Transactions on Microwave Theory and Techniques, 2009.",https://doi.org/10.1109/TMTT.2009.2029625,2.0,Done already in 1.0
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",https://doi.org/10.1109/22.754877,2.0,Done already in 1.0
"H. Carlin, ""The Scattering Matrix in Network Theory"", , 1956.",https://doi.org/10.1109/TCT.1956.1086297,2.0,Extraction successful
"R. Cameron, ""Advanced coupling matrix synthesis techniques for microwave filters"", , 2003.",https://doi.org/10.1109/TMTT.2002.806937,2.0,Done already in 1.0
"J. Rhodes, ""Filters approximating ideal amplitude and arbitrary phase characteristics"", , 1973.",https://doi.org/10.1109/TCT.1973.1083626,2.0,Extraction successful
"R. Levy, P. Petre, ""Design of CT and CQ filters using approximation and optimization"", 2001 IEEE MTT-S International Microwave Sympsoium Digest (Cat. No.01CH37157), 2001.",https://doi.org/10.1109/mwsym.2001.967179,2.0,Extraction successful
"H. C. Bell, ""Canonical Asymetric Coupled-Resonator Filters"", , 1982.",https://doi.org/10.1109/TMTT.1982.1131257,2.0,Extraction successful
"S. Amari, F. Seyfert, M. Bekheit, ""Theory of Coupled Resonator Microwave Bandpass Filters of Arbitrary Bandwidth"", IEEE Transactions on Microwave Theory and Techniques, 2010.",https://doi.org/10.1109/TMTT.2010.2052874,2.0,Extraction successful
"G. Pfitzenmaier, ""An Exact Solution for a Six-Cavity Dual-Mode Elliptic Bandpass Filter"", 1977 IEEE MTT-S International Microwave Symposium Digest, 1977.",https://doi.org/10.1109/MWSYM.1977.1124470,2.0,Extraction successful
"L. Young, ""Direct-Coupled Cavity Filters for Wide and Narrow Bandwidths"", , 1963.",https://doi.org/10.1109/TMTT.1963.1125629,2.0,Extraction successful
"S. Darlington, ""Synthesis of Reactance 4-Poles Which Produce Prescribed Insertion Loss Characteristics: Including Special Applications To Filter Design"", , 1939.",https://doi.org/10.1002/SAPM1939181257,2.0,Abstract not found
"I. Hunter, A. Guyette, R. Pollard, ""Passive microwave receive filter networks using low-Q resonators"", IEEE Microwave Magazine, 2005.",https://doi.org/10.1109/MMW.2005.1511913,2.0,Extraction successful
"J. Rhodes, ""The Generalized Direct-Coupled Cavity Linear Phase Filter"", , 1970.",https://doi.org/10.1109/TMTT.1970.1127224,2.0,Extraction successful
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",https://doi.org/10.1109/TCS.1974.1083913,2.0,Extraction successful
"R. Saal, E. Ulbrich, ""On the Design of Filters by Synthesis"", , 1958.",https://doi.org/10.1109/TCT.1958.1086481,2.0,Extraction successful
"J. Rhodes, S. Alseyab, ""The generalized chebyshev low-pass prototype filter"", , 1980.",https://doi.org/10.1002/CTA.4490080205,2.0,Extraction successful
"S. Amari, U. Rosenberg, ""A universal building block for advanced modular design of microwave filters"", IEEE Microwave and Wireless Components Letters, 2003.",https://doi.org/10.1109/LMWC.2003.820637,2.0,Extraction successful
"J. Bandler, Q. Cheng, S.A. Dakroury, A. Mohamed, M. Bakr, K. Madsen, J. Søndergaard, ""Space mapping: the state of the art"", IEEE Transactions on Microwave Theory and Techniques, 2004.",https://doi.org/10.1109/TMTT.2003.820904,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",https://doi.org/10.1109/TMTT.1972.1127732,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Nonminimum-Phase Optimum-Amplitude Bandpass Waveguide Filters"", , 1974.",https://doi.org/10.1109/TMTT.1974.1128242,2.0,Extraction successful
"R. Levy, ""Theory of Direct-Coupled-Cavity Filters"", , 1967.",https://doi.org/10.1109/TMTT.1967.1126471,2.0,Extraction successful
"O. Brune, ""Synthesis of a finite two-terminal network whose driving-point impedance is a prescribed function of frequency"", , 1931.",https://doi.org/10.1002/sapm1931101191,2.0,Abstract not found
"R. Cameron, A. Harish, C. Radcliffe, ""Synthesis of advanced microwave filters without diagonal cross-couplings"", 2002 IEEE MTT-S International Microwave Symposium Digest (Cat. No.02CH37278), 2002.",https://doi.org/10.1109/MWSYM.2002.1012125,2.0,Extraction successful
"S. Amari, U. Rosenberg, ""New building blocks for modular design of elliptic and self-equalized filters"", IEEE Transactions on Microwave Theory and Techniques, 2004.",https://doi.org/10.1109/TMTT.2003.821923,2.0,Extraction successful
"S. Tamiazzo, G. Macchiarella, ""An analytical technique for the synthesis of cascaded N-tuplets cross-coupled resonators microwave filters using matrix rotations"", IEEE Transactions on Microwave Theory and Techniques, 2005.",https://doi.org/10.1109/TMTT.2005.847065,2.0,Extraction successful
"J. Rhodes, ""A Low-Pass Prototype Network for Microwave Linear Phase Filters"", , 1970.",https://doi.org/10.1109/TMTT.1970.1127222,2.0,Extraction successful
"A. Guyette, I. Hunter, R. Pollard, ""The Design of Microwave Bandpass Filters Using Resonators With Nonuniform$ Q$"", IEEE Transactions on Microwave Theory and Techniques, 2006.",https://doi.org/10.1109/TMTT.2006.884627,2.0,Done already in 1.0
"S. Amari, ""Synthesis of cross-coupled resonator filters using an analytical gradient-based optimization technique"", , 2000.",https://doi.org/10.1109/22.869008,2.0,Extraction successful
"W. Atia, K. Zaki, A. Atia, ""Synthesis of general topology multiple coupled resonator filters by optimization"", 1998 IEEE MTT-S International Microwave Symposium Digest (Cat. No.98CH36192), 1998.",https://doi.org/10.1109/MWSYM.1998.705116,2.0,Extraction successful
"H. Orchard, G. Temes, ""Filter Design Using Transformed Variables"", , 1968.",https://doi.org/10.1109/TCT.1968.1082870,2.0,Extraction successful
"Jr. R. Wyndrum, ""Microwave filters, impedance-matching networks, and coupling structures"", , 1965.",https://doi.org/10.1109/PROC.1965.4048,2.0,Extraction successful
"S. Cohn, ""Direct-Coupled-Resonator Filters"", Proceedings of the IRE, 1957.",https://doi.org/10.1109/JRPROC.1957.278389,2.0,Extraction successful
"W. Fathelbab, ""Synthesis of Cul-De-Sac Filter Networks Utilizing Hybrid Couplers"", IEEE Microwave and Wireless Components Letters, 2007.",https://doi.org/10.1109/LMWC.2007.895696,2.0,Extraction successful
"D. C. Rebenaque, F. Pereira, J.P. Garcia, Alejandro Álvarez Melcón, M. Guglielmi, ""Two compact configurations for implementing transmission zeros in microstrip filters"", IEEE Microwave and Wireless Components Letters, 2004.",https://doi.org/10.1109/LMWC.2004.834564,2.0,Extraction successful
"J. Rhodes, I. Hunter, ""Synthesis of reflection-mode prototype networks with dissipative circuit elements"", , 1997.",https://doi.org/10.1049/IP-MAP:19971410,2.0,Extraction successful
"R. Cameron, J. Rhodes, ""Asymmetric Realisations for Dual-Mode Bandpass Filters"", 1980 IEEE MTT-S International Microwave symposium Digest, 1980.",https://doi.org/10.1109/MWSYM.1980.1124209,2.0,Extraction successful
"R. Levy, ""Filters with Single Transmission Zeros at Real or Imaginary Frequencies"", , 1976.",https://doi.org/10.1109/TMTT.1976.1128811,2.0,Extraction successful
"R. Baum, ""Design of Unsymmetrical Band-Pass Filters"", , 1957.",https://doi.org/10.1109/TCT.1957.1086352,2.0,Extraction successful
"M. Oldoni, G. Macchiarella, G. Gentili, C. Ernst, ""A New Approach to the Synthesis of Microwave Lossy Filters"", IEEE Transactions on Microwave Theory and Techniques, 2010.",https://doi.org/10.1109/TMTT.2010.2045534,2.0,Extraction successful
"H. W. Bode, ""Network analysis and feedback amplifier design"", , 1945.",No doi,2.0,DOI not found
"E. Guillemin, ""Synthesis of Passive Networks"", , 1957.",No doi,2.0,DOI not found
"W. Cauer, W. Klein, Franz M. Pelz, G. Knausenberger, J. Warfield, ""Synthesis of linear communication networks"", , 1958.",No doi,2.0,DOI not found
"R. Cameron, ""A novel realisation for microwave bandpass filters"", , 1979.",No doi,2.0,DOI not found
"R. Cameron, C. Kudsia, R. Mansour, ""Microwave Filters for Communication Systems: Fundamentals, Design and Applications"", , 2007.",https://doi.org/10.1002/9781119292371,2.0,Done already in 1.0
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",https://doi.org/10.1109/22.754877,2.0,Done already in 1.0
"M. Chu, G. Golub, ""Structured inverse eigenvalue problems"", Acta Numerica, 2002.",https://doi.org/10.1017/S0962492902000016,2.0,Extraction successful
"G. Macchiarella, ""Accurate synthesis of inline prototype filters using cascaded triplet and quadruplet sections"", , 2002.",https://doi.org/10.1109/TMTT.2002.800429,2.0,Extraction successful
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",https://doi.org/10.1109/TCS.1974.1083913,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",https://doi.org/10.1109/TMTT.1972.1127732,2.0,Extraction successful
"R. Levy, ""Direct synthesis of cascaded quadruplet (CQ) filters"", Proceedings of 1995 IEEE MTT-S International Microwave Symposium, 1995.",https://doi.org/10.1109/22.476634,2.0,Extraction successful
"R. Cameron, A. Harish, C. Radcliffe, ""Synthesis of advanced microwave filters without diagonal cross-couplings"", 2002 IEEE MTT-S International Microwave Symposium Digest (Cat. No.02CH37278), 2002.",https://doi.org/10.1109/MWSYM.2002.1012125,2.0,Extraction successful
"S. Amari, ""Synthesis of cross-coupled resonator filters using an analytical gradient-based optimization technique"", , 2000.",https://doi.org/10.1109/22.869008,2.0,Extraction successful
"W. Atia, K. Zaki, A. Atia, ""Synthesis of general topology multiple coupled resonator filters by optimization"", 1998 IEEE MTT-S International Microwave Symposium Digest (Cat. No.98CH36192), 1998.",https://doi.org/10.1109/MWSYM.1998.705116,2.0,Extraction successful
"D. Chambers, J. Rhodes, ""A Low-Pass Prototype Network Allowing the Placing of Integrated Poles at Real Frequencies"", , 1983.",https://doi.org/10.1109/TMTT.1983.1131426,2.0,Extraction successful
"R. Cameron, J. Rhodes, ""Asymmetric Realisations for Dual-Mode Bandpass Filters"", 1980 IEEE MTT-S International Microwave symposium Digest, 1980.",https://doi.org/10.1109/MWSYM.1980.1124209,2.0,Extraction successful
"H. B. Nielsen, ""DAMPING PARAMETER IN MARQUARDT ’ S METHOD"", , 1999.",No doi,2.0,DOI not found
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",https://doi.org/10.1109/22.754877,2.0,Done already in 1.0
"R. Cameron, ""Advanced coupling matrix synthesis techniques for microwave filters"", , 2003.",https://doi.org/10.1109/TMTT.2002.806937,2.0,Done already in 1.0
"V. Miraftab, Ming Yu, ""Generalized Lossy Microwave Filter Coupling Matrix Synthesis and Design Using Mixed Technologies"", IEEE Transactions on Microwave Theory and Techniques, 2008.",https://doi.org/10.1109/TMTT.2008.2008267,2.0,Extraction successful
"Ming Yu, V. Miraftab, ""Shrinking microwave filters"", IEEE Microwave Magazine, 2008.",https://doi.org/10.1109/MMM.2008.927636,2.0,Extraction successful
"A. Guyette, I. Hunter, R. Pollard, ""The Design of Microwave Bandpass Filters Using Resonators With Nonuniform$ Q$"", IEEE Transactions on Microwave Theory and Techniques, 2006.",https://doi.org/10.1109/TMTT.2006.884627,2.0,Done already in 1.0
"V. Miraftab, M. Yu, ""Generalized lossy microwave filter coupling matrix synthesis and design"", 2008 IEEE MTT-S International Microwave Symposium Digest, 2008.",https://doi.org/10.1109/MWSYM.2008.4632910,2.0,Extraction successful
"A. Guyette, I. Hunter, R. Pollard, ""A new class of selective filters using low-Q components suitable for MMIC implementation"", 2004 IEEE MTT-S International Microwave Symposium Digest (IEEE Cat. No.04CH37535), 2004.",https://doi.org/10.1109/MWSYM.2004.1338994,2.0,Extraction successful
"Ming Yu, Wai-Cheung Tang, A. Malarky, V. Dokas, R. Cameron, Ying Wang, ""Predistortion technique for cross-coupled filters and its application to satellite communication systems"", , 2003.",https://doi.org/10.1109/TMTT.2003.820172,2.0,Extraction successful
"H. C. Bell, ""Canonical Asymetric Coupled-Resonator Filters"", , 1982.",https://doi.org/10.1109/TMTT.1982.1131257,2.0,Extraction successful
"J. Rhodes, S. Alseyab, ""The generalized chebyshev low-pass prototype filter"", , 1980.",https://doi.org/10.1002/CTA.4490080205,2.0,Extraction successful
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",https://doi.org/10.1109/TCS.1974.1083913,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",https://doi.org/10.1109/TMTT.1972.1127732,2.0,Extraction successful
"J. Rhodes, ""A Low-Pass Prototype Network for Microwave Linear Phase Filters"", , 1970.",https://doi.org/10.1109/TMTT.1970.1127222,2.0,Extraction successful
"R. Cameron, ""Fast generation of Chebyshev filter prototypes with asymmetrically-prescribed transmission zeros"", , 1982.",No doi,2.0,DOI not found
"R. Cameron, ""A novel realisation for microwave bandpass filters"", , 1979.",No doi,2.0,DOI not found
"M. Chen, ""Singly terminated pseudo-elliptic function filter"", , 1977.",No doi,2.0,DOI not found
"Van Valkenburg, ""Introduction to Modern Network Synthesis"", , 1960.",No doi,2.0,DOI not found
"A. Lamecki, P. Kozakowski, M. Mrozowski, ""Fast synthesis of coupled-resonator filters"", IEEE Microwave and Wireless Components Letters, 2004.",https://doi.org/10.1109/LMWC.2004.827111,2.0,Done already in 1.0
"R. Cameron, ""Advanced coupling matrix synthesis techniques for microwave filters"", , 2003.",https://doi.org/10.1109/TMTT.2002.806937,2.0,Done already in 1.0
"G. Macchiarella, ""Synthesis of prototype filters with triplet sections starting from source and load"", IEEE Microwave and Wireless Components Letters, 2002.",https://doi.org/10.1109/7260.982871,2.0,Extraction successful
"M. Chu, G. Golub, ""Structured inverse eigenvalue problems"", Acta Numerica, 2002.",https://doi.org/10.1017/S0962492902000016,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",https://doi.org/10.1109/TMTT.1972.1127732,2.0,Extraction successful
"R. Cameron, A. Harish, C. Radcliffe, ""Synthesis of advanced microwave filters without diagonal cross-couplings"", 2002 IEEE MTT-S International Microwave Symposium Digest (Cat. No.02CH37278), 2002.",https://doi.org/10.1109/MWSYM.2002.1012125,2.0,Extraction successful
"S. Bila, D. Baillargeat, M. Aubourg, S. Verdeyme, P. Guillon, F. Seyfert, J. Grimm, L. Baratchart, C. Zanchi, J. Sombrin, ""Direct electromagnetic optimization of microwave filters"", , 2001.",https://doi.org/10.1109/6668.918262,2.0,Extraction successful
"J. R. Montejo-Garai, ""Synthesis of N-even order symmetric filters with N transmission zeros by means of source-load cross coupling"", , 2000.",https://doi.org/10.1049/EL:20000242,2.0,Done already in 1.0
"S. Amari, U. Rosenberg, J. Bornemann, ""Adaptive synthesis and design of resonator filters with source/load-multiresonator coupling"", , 2002.",https://doi.org/10.1109/TMTT.2002.801348,2.0,Extraction successful
"S. Amari, ""On the maximum number of finite transmission zeros of coupled resonator filters with a given topology"", , 1999.",https://doi.org/10.1109/75.790472,2.0,Extraction successful
"H. B. Nielsen, ""DAMPING PARAMETER IN MARQUARDT ’ S METHOD"", , 1999.",No doi,2.0,DOI not found
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",https://doi.org/10.1109/22.754877,2.0,Done already in 1.0
"H. C. Bell, ""Canonical Asymetric Coupled-Resonator Filters"", , 1982.",https://doi.org/10.1109/TMTT.1982.1131257,2.0,Extraction successful
"V. Pommier, D. Cros, P. Guillon, A. Carlier, E. Rogeaux, ""Transversal filter using whispering gallery quarter cut resonators"", 2000 IEEE MTT-S International Microwave Symposium Digest (Cat. No.00CH37017), 2000.",https://doi.org/10.1109/MWSYM.2000.862324,2.0,Extraction successful
"R. Collin, ""Foundations for microwave engineering"", , 1966.",https://doi.org/10.1109/9780470544662,2.0,Extraction successful
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",https://doi.org/10.1109/TCS.1974.1083913,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",https://doi.org/10.1109/TMTT.1972.1127732,2.0,Extraction successful
"J. Rhodes, ""A Low-Pass Prototype Network for Microwave Linear Phase Filters"", , 1970.",https://doi.org/10.1109/TMTT.1970.1127222,2.0,Extraction successful
"I. Hunter, V. Dassonville, J. Rhodes, ""Dual-mode filters with conductor loaded dielectric resonators"", 1999 IEEE MTT-S International Microwave Symposium Digest (Cat. No.99CH36282), 1999.",https://doi.org/10.1109/22.808975,2.0,Extraction successful
"S. Amari, ""Direct synthesis of folded symmetric resonator filters with source-load coupling"", IEEE Microwave and Wireless Components Letters, 2001.",https://doi.org/10.1109/7260.928933,2.0,Extraction successful
"M. Chen, ""Singly terminated pseudo-elliptic function filter"", , 1977.",No doi,2.0,DOI not found
"Maureen T. Carroll, ""Geometry"", , 2017.",https://doi.org/10.4169/math.mag.90.4.296,2.0,Abstract not found
"Guohui Li, ""Fast synthesis of cross‐coupled resonator filters using hybrid optimization algorithm"", , 2015.",https://doi.org/10.1002/mmce.20879,2.0,Extraction successful
"A. Muller, E. Sanabria-Codesal, A. Moldoveanu, V. Asavei, P. Soto, V. Boria, S. Lucyszyn, ""Apollonius unilateral transducer constant power gain circles on 3D Smith charts"", , 2014.",https://doi.org/10.1049/EL.2014.2695,2.0,Extraction successful
"G. Macchiarella, S. Tamiazzo, ""Generation of canonical forms for multiport filtering networks"", 2014 IEEE MTT-S International Microwave Symposium (IMS2014), 2014.",https://doi.org/10.1109/MWSYM.2014.6848300,2.0,Extraction successful
"A. Jedrzejewski, L. Szydlowski, A. Lamecki, ""Comparison of optimization techniques for coupling matrix synthesis using eigenvalue based approach"", 2012 19th International Conference on Microwaves, Radar & Wireless Communications, 2012.",https://doi.org/10.1109/MIKON.2012.6233576,2.0,Done already in 1.0
"R. Cameron, ""Advanced Filter Synthesis"", IEEE Microwave Magazine, 2011.",https://doi.org/10.1109/MMM.2011.942007,2.0,Done already in 1.0
"A. Muller, P. Soto, D. Dascalu, D. Neculoiu, V. Boria, ""A 3-D Smith Chart Based on the Riemann Sphere for Active and Passive Microwave Circuits"", IEEE Microwave and Wireless Components Letters, 2011.",https://doi.org/10.1109/LMWC.2011.2132697,2.0,Extraction successful
"S. Amari, F. Seyfert, M. Bekheit, ""Theory of Coupled Resonator Microwave Bandpass Filters of Arbitrary Bandwidth"", IEEE Transactions on Microwave Theory and Techniques, 2010.",https://doi.org/10.1109/TMTT.2010.2052874,2.0,Extraction successful
"P. Kozakowski, A. Lamecki, P. Sypek, M. Mrozowski, ""Eigenvalue approach to synthesis of prototype filters with source/load coupling"", IEEE Microwave and Wireless Components Letters, 2005.",https://doi.org/10.1109/LMWC.2004.842838,2.0,Done already in 1.0
"R. Cameron, ""Advanced coupling matrix synthesis techniques for microwave filters"", , 2003.",https://doi.org/10.1109/TMTT.2002.806937,2.0,Done already in 1.0
"J. R. Montejo-Garai, ""Synthesis of N-even order symmetric filters with N transmission zeros by means of source-load cross coupling"", , 2000.",https://doi.org/10.1049/EL:20000242,2.0,Done already in 1.0
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",https://doi.org/10.1109/TCS.1974.1083913,2.0,Extraction successful
"P. Lancaster, M. Tismenetsky, ""The theory of matrices"", , 1969.",https://doi.org/10.2307/2004986,2.0,Abstract not found
"R. Cameron, C. Kudsia, R. Mansour, ""Microwave Filters for Communication Systems: Fundamentals, Design and Applications"", , 2007.",https://doi.org/10.1002/9781119292371,2.0,Done already in 1.0
"Zhaolong Li, Ke Wu, ""24-GHz Frequency-Modulation Continuous-Wave Radar Front-End System-on-Substrate"", IEEE Transactions on Microwave Theory and Techniques, 2008.",https://doi.org/10.1109/TMTT.2007.914363,2.0,Extraction successful
"A. Morini, T. Rozzi, M. Farina, G. Venanzoni, ""A New Look at the Practical Design of Compact Diplexers"", IEEE Transactions on Microwave Theory and Techniques, 2006.",https://doi.org/10.1109/TMTT.2006.879770,2.0,Extraction successful
"S. Tamiazzo, G. Macchiarella, ""Synthesis of Duplexers With the Common Port Matched at All Frequencies"", IEEE Transactions on Microwave Theory and Techniques, 2014.",https://doi.org/10.1109/TMTT.2013.2291545,2.0,Extraction successful
"G. Saddik, R. York, ""An L-section DC electric field switchable bulk acoustic wave solidly mounted resonator filter based on Ba0.5Sr0.5TiO3"", 2011 International Symposium on Applications of Ferroelectrics (ISAF/PFM) and 2011 International Symposium on Piezoresponse Force Microscopy and Nanoscale Phenomena in Polar Materials, 2012.",https://doi.org/10.1109/TUFFC.2012.2424,2.0,Extraction successful
"R. Snyder, S. Bastioli, ""Transmission zero generation for wideband high frequency evanescent mode filters"", 2014 IEEE MTT-S International Microwave Symposium (IMS2014), 2014.",https://doi.org/10.1109/MWSYM.2014.6848286,2.0,Extraction successful
"Juseop Lee, K. Sarabandi, ""A Synthesis Method for Dual-Passband Microwave Filters"", IEEE Transactions on Microwave Theory and Techniques, 2007.",https://doi.org/10.1109/TMTT.2007.897712,2.0,Extraction successful
"S. A. Sis, V. Lee, J. Phillips, A. Mortazawi, ""A DC voltage dependent switchable acoustically coupled BAW filter based on BST-on-silicon composite structure"", 2012 IEEE/MTT-S International Microwave Symposium Digest, 2012.",https://doi.org/10.1109/MWSYM.2012.6259733,2.0,Extraction successful
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",https://doi.org/10.1109/22.754877,2.0,Done already in 1.0
"Xi-Cheng Zhu, W. Hong, Ke Wu, H. Tang, Z. Hao, Jixin Chen, Peng Chu, ""Design and Implementation of a Triple-Mode Planar Filter"", IEEE Microwave and Wireless Components Letters, 2013.",https://doi.org/10.1109/LMWC.2013.2253313,2.0,Extraction successful
"G. Macchiarella, S. Tamiazzo, ""Synthesis of Star-Junction Multiplexers"", IEEE Transactions on Microwave Theory and Techniques, 2011.",https://doi.org/10.1109/MMM.2011.942011,2.0,Extraction successful
"A. Tombak, J. Maria, F. Ayguavives, Zhang Jin, G. Stauf, A. Kingon, A. Mortazawi, ""Voltage-controlled RF filters employing thin-film barium-strontium-titanate tunable capacitors"", , 2003.",https://doi.org/10.1109/TMTT.2002.807822,2.0,Extraction successful
