References,DOIS,Iteration,Status
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",https://doi.org/10.1016/j.ijhydene.2020.04.170,1.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",https://doi.org/10.1109/ACCESS.2020.2988011,1.0,Extraction successful
"J. Rhodes, ""A Low-Pass Prototype Network for Microwave Linear Phase Filters"", , 1970.",https://doi.org/10.1016/j.energy.2019.116626,1.0,Extraction successful
"I. Hunter, V. Dassonville, J. Rhodes, ""Dual-mode filters with conductor loaded dielectric resonators"", 1999 IEEE MTT-S International Microwave Symposium Digest (Cat. No.99CH36282), 1999.",https://doi.org/10.1109/22.808975,1.0,Extraction successful
"S. Amari, ""Direct synthesis of folded symmetric resonator filters with source-load coupling"", IEEE Microwave and Wireless Components Letters, 2001.",https://doi.org/10.1109/7260.928933,1.0,Extraction successful
"M. Chen, ""Singly terminated pseudo-elliptic function filter"", , 1977.",https://doi.org/10.1109/ACCESS.2020.2981877,2.0,DOI not found
"Thabo G. Hlalele, R. Naidoo, Jiangfeng Zhang, R. Bansal, ""Dynamic Economic Dispatch With Maximal Renewable Penetration Under Renewable Obligation"", IEEE Access, 2020.",https://doi.org/10.1109/ACCESS.2020.2975674,1.0,Extraction successful
"P. Jienkulsawad, D. Saebea, Y. Patcharavorachot, A. Arpornwichanop, ""Performance assessment of a hybrid solid oxide and molten carbonate fuel cell system with compressed air energy storage under different power demands"", , 2020.",https://doi.org/10.1016/j.ijhydene.2019.09.245,1.0,Extraction successful
"Qianyu Wu, Yongzhang Huang, Chenyang Li, Yujun Gu, Haisen Zhao, Y. Zhan, ""Small Signal Stability of Synchronous Motor-Generator Pair for Power System With High Penetration of Renewable Energy"", IEEE Access, 2019.",https://doi.org/10.1109/ACCESS.2019.2953514,1.0,Extraction successful
"D. Zhou, Yanan Chen, Huixiang Chen, Shifan Chen, Chunxia Yang, ""Study of Hydraulic Disturbances From Single-Unit Load Rejection in a Pumped-Storage Hydropower Station With a Shared Water Delivery System"", IEEE Access, 2019.",https://doi.org/10.1109/ACCESS.2019.2947301,1.0,Extraction successful
"Abdolhossein Feiz Marzoghi, S. Bahramara, F. Adabi, Sayyad Nojavan, ""Optimal scheduling of intelligent parking lot using interval optimization method in the presence of the electrolyser and fuel cell as hydrogen storage system"", International Journal of Hydrogen Energy, 2019.",https://doi.org/10.1016/J.IJHYDENE.2019.07.226,1.0,Extraction successful
"M. Mirzaei, A. Yazdankhah, Behnam Mohammadi-ivatloo, ""Stochastic security-constrained operation of wind and hydrogen energy storage systems integrated with price-based demand response"", International Journal of Hydrogen Energy, 2019.",https://doi.org/10.1016/J.IJHYDENE.2018.12.054,1.0,Extraction successful
"P. Colbertaldo, Stacey Britni Agustin, S. Campanari, J. Brouwer, ""Impact of hydrogen energy storage on California electric power system: Towards 100% renewable electricity"", International Journal of Hydrogen Energy, 2019.",https://doi.org/10.1016/J.IJHYDENE.2018.11.062,1.0,Abstract not found
"H. Aalami, Hamed Pashaei-Didani, Sayyad Nojavan, ""Deriving nonlinear models for incentive-based demand response programs"", International Journal of Electrical Power & Energy Systems, 2019.",https://doi.org/10.1016/J.IJEPES.2018.10.003,1.0,Abstract not found
"T. Khalili, Sayyad Nojavan, K. Zare, ""Optimal performance of microgrid in the presence of demand response exchange: A stochastic multi-objective model"", Comput. Electr. Eng., 2019.",https://doi.org/10.1016/J.COMPELECENG.2019.01.027,1.0,Extraction successful
"Jinran Wang, Zhi-nong Wei, Bin Yang, Y. Yong, Mingfeng Xue, Guo-qiang Sun, Haixiang Zang, Sheng Chen, ""Two-Stage Integrated Electricity and Heat Market Clearing With Energy Stations"", IEEE Access, 2019.",https://doi.org/10.1109/ACCESS.2019.2906072,1.0,Extraction successful
"A. Khosravi, R. Koury, L. Machado, J. Pabon, ""Energy, exergy and economic analysis of a hybrid renewable energy with hydrogen storage system"", , 2018.",https://doi.org/10.1016/J.ENERGY.2018.02.008,1.0,Abstract not found
"O. Marchenko, S. Solomin, ""Modeling of hydrogen and electrical energy storages in wind/PV energy system on the Lake Baikal coast"", , 2017.",https://doi.org/10.1016/J.IJHYDENE.2017.02.076,1.0,Extraction successful
"Sayyad Nojavan, K. Zare, Behnam Mohammadi-ivatloo, ""Selling price determination by electricity retailer in the smart grid under demand side management in the presence of the electrolyser and fuel cell as hydrogen storage system"", , 2017.",https://doi.org/10.1016/J.IJHYDENE.2016.10.070,1.0,Extraction successful
"Xiaping Zhang, M. Shahidehpour, Ahmed Alabdulwahab, A. Abusorrah, ""Hourly Electricity Demand Response in the Stochastic Day-Ahead Scheduling of Coordinated Electricity and Natural Gas Networks"", IEEE Transactions on Power Systems, 2016.",https://doi.org/10.1109/TPWRS.2015.2390632,1.0,Extraction successful
"I. Hamzaoui, F. Bouchafaa, A. Talha, ""Advanced control for wind energy conversion systems with flywheel storage dedicated to improving the quality of energy"", 2015 3rd International Renewable and Sustainable Energy Conference (IRSEC), 2015.",https://doi.org/10.1016/J.IJHYDENE.2016.06.249,1.0,Extraction successful
"E. Heydarian-Forushani, M. Golshan, M. Shafie‐khah, J. Catalão, ""Impacts of stochastic demand response resource scheduling on large scale wind power integration"", 2015 Australasian Universities Power Engineering Conference (AUPEC), 2015.",https://doi.org/10.1109/AUPEC.2015.7324857,1.0,Extraction successful
"Dante F. Recalde Melo, Le-Ren Chang-Chien, ""Synergistic Control Between Hydrogen Storage System and Offshore Wind Farm for Grid Operation"", IEEE Transactions on Sustainable Energy, 2014.",https://doi.org/10.1109/TSTE.2013.2272332,1.0,Extraction successful
"Hongyu Wu, M. Shahidehpour, Ahmed Alabdulwahab, ""Hourly demand response in day-ahead scheduling for managing the variability of renewable energy"", , 2013.",https://doi.org/10.1049/IET-GTD.2012.0186,1.0,Extraction successful
"A. Khodaei, M. Shahidehpour, S. Bahramirad, ""SCUC With Hourly Demand Response Considering Intertemporal Load Characteristics"", IEEE Transactions on Smart Grid, 2011.",https://doi.org/10.1109/TSG.2011.2157181,1.0,Extraction successful
"F. Gutiérrez-Martín, D. Confente, I. Guerra, ""Management of variable electricity loads in wind – Hydrogen systems: The case of a Spanish wind farm"", , 2010.",https://doi.org/10.1016/J.IJHYDENE.2010.04.181,1.0,Extraction successful
"L. Snyder, M. Daskin, ""Stochastic p-robust location problems"", , 2006.",https://doi.org/10.1080/07408170500469113,1.0,Extraction successful
"M. Korpås, A. T. Holen, ""Operation planning of hydrogen storage connected to wind power operating in a power market"", IEEE Transactions on Energy Conversion, 2006.",https://doi.org/10.1109/TEC.2006.878245,1.0,Extraction successful
"K. Agbossou, M. Kolhe, J. Hamelin, T. Bose, ""Performance of a stand-alone renewable energy system based on energy storage as hydrogen"", IEEE Transactions on Energy Conversion, 2004.",https://doi.org/10.1109/TEC.2004.827719,1.0,Extraction successful
"S. Amari, F. Seyfert, M. Bekheit, ""Theory of Coupled Resonator Microwave Bandpass Filters of Arbitrary Bandwidth"", IEEE Transactions on Microwave Theory and Techniques, 2010.",https://doi.org/10.1109/TMTT.2010.2052874,2.0,Extraction successful
"M. Oldoni, G. Macchiarella, G. Gentili, C. Ernst, ""A New Approach to the Synthesis of Microwave Lossy Filters"", IEEE Transactions on Microwave Theory and Techniques, 2010.",https://doi.org/10.1109/TMTT.2010.2045534,2.0,Extraction successful
"V. Miraftab, Ming Yu, ""Advanced Coupling Matrix and Admittance Function Synthesis Techniques for Dissipative Microwave Filters"", IEEE Transactions on Microwave Theory and Techniques, 2009.",,1.0,Done already
"W. Fathelbab, ""Synthesis of Cul-De-Sac Filter Networks Utilizing Hybrid Couplers"", IEEE Microwave and Wireless Components Letters, 2007.",https://doi.org/10.1109/LMWC.2007.895696,2.0,Extraction successful
"R. Cameron, J. Faugère, F. Rouillier, F. Seyfert, ""Exhaustive approach to the coupling matrix synthesis problem and application to the design of high degree asymmetric filters"", , 2007.",https://doi.org/10.1002/MMCE.20190,2.0,Extraction successful
"A. Guyette, I. Hunter, R. Pollard, ""The Design of Microwave Bandpass Filters Using Resonators With Nonuniform$ Q$"", IEEE Transactions on Microwave Theory and Techniques, 2006.",,1.0,Done already
"I. Hunter, A. Guyette, R. Pollard, ""Passive microwave receive filter networks using low-Q resonators"", IEEE Microwave Magazine, 2005.",https://doi.org/10.1109/MMW.2005.1511913,2.0,Extraction successful
"S. Tamiazzo, G. Macchiarella, ""An analytical technique for the synthesis of cascaded N-tuplets cross-coupled resonators microwave filters using matrix rotations"", IEEE Transactions on Microwave Theory and Techniques, 2005.",https://doi.org/10.1109/TMTT.2005.847065,2.0,Extraction successful
"D. C. Rebenaque, F. Pereira, J.P. Garcia, Alejandro Álvarez Melcón, M. Guglielmi, ""Two compact configurations for implementing transmission zeros in microstrip filters"", IEEE Microwave and Wireless Components Letters, 2004.",https://doi.org/10.1109/LMWC.2004.834564,2.0,Extraction successful
"S. Amari, U. Rosenberg, ""New building blocks for modular design of elliptic and self-equalized filters"", IEEE Transactions on Microwave Theory and Techniques, 2004.",https://doi.org/10.1109/TMTT.2003.821923,2.0,Extraction successful
"J. Bandler, Q. Cheng, S.A. Dakroury, A. Mohamed, M. Bakr, K. Madsen, J. Søndergaard, ""Space mapping: the state of the art"", IEEE Transactions on Microwave Theory and Techniques, 2004.",https://doi.org/10.1109/TMTT.2003.820904,2.0,Extraction successful
"S. Amari, U. Rosenberg, ""A universal building block for advanced modular design of microwave filters"", IEEE Microwave and Wireless Components Letters, 2003.",https://doi.org/10.1109/LMWC.2003.820637,2.0,Extraction successful
"R. Cameron, ""Advanced coupling matrix synthesis techniques for microwave filters"", , 2003.",,1.0,Done already
"R. Cameron, A. Harish, C. Radcliffe, ""Synthesis of advanced microwave filters without diagonal cross-couplings"", 2002 IEEE MTT-S International Microwave Symposium Digest (Cat. No.02CH37278), 2002.",https://doi.org/10.1109/MWSYM.2002.1012125,2.0,Extraction successful
"R. Levy, P. Petre, ""Design of CT and CQ filters using approximation and optimization"", 2001 IEEE MTT-S International Microwave Sympsoium Digest (Cat. No.01CH37157), 2001.",https://doi.org/10.1109/mwsym.2001.967179,2.0,Extraction successful
"S. Amari, ""Synthesis of cross-coupled resonator filters using an analytical gradient-based optimization technique"", , 2000.",https://doi.org/10.1109/22.869008,2.0,Extraction successful
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",,1.0,Done already
"W. Fathelbab, I. Hunter, J. Rhodes, ""Synthesis of lossy reflection-mode prototype networks with symmetrical and asymmetrical characteristics"", , 1999.",https://doi.org/10.1049/IP-MAP:19990207,2.0,Extraction successful
"W. Atia, K. Zaki, A. Atia, ""Synthesis of general topology multiple coupled resonator filters by optimization"", 1998 IEEE MTT-S International Microwave Symposium Digest (Cat. No.98CH36192), 1998.",https://doi.org/10.1109/MWSYM.1998.705116,2.0,Extraction successful
"J. Rhodes, I. Hunter, ""Synthesis of reflection-mode prototype networks with dissipative circuit elements"", , 1997.",https://doi.org/10.1049/IP-MAP:19971410,2.0,Extraction successful
"H. C. Bell, ""Canonical Asymetric Coupled-Resonator Filters"", , 1982.",https://doi.org/10.1109/TMTT.1982.1131257,2.0,Extraction successful
"R. Cameron, J. Rhodes, ""Asymmetric Realisations for Dual-Mode Bandpass Filters"", 1980 IEEE MTT-S International Microwave symposium Digest, 1980.",https://doi.org/10.1109/MWSYM.1980.1124209,2.0,Extraction successful
"J. Rhodes, S. Alseyab, ""The generalized chebyshev low-pass prototype filter"", , 1980.",https://doi.org/10.1002/CTA.4490080205,2.0,Extraction successful
"H.K. Kim, ""Theory of electrical filters"", Proceedings of the IEEE, 1978.",https://doi.org/10.1109/PROC.1978.11190,2.0,Extraction successful
"G. Pfitzenmaier, ""An Exact Solution for a Six-Cavity Dual-Mode Elliptic Bandpass Filter"", 1977 IEEE MTT-S International Microwave Symposium Digest, 1977.",https://doi.org/10.1109/MWSYM.1977.1124470,2.0,Extraction successful
"R. Levy, ""Filters with Single Transmission Zeros at Real or Imaginary Frequencies"", , 1976.",https://doi.org/10.1109/TMTT.1976.1128811,2.0,Extraction successful
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",https://doi.org/10.1109/TCS.1974.1083913,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Nonminimum-Phase Optimum-Amplitude Bandpass Waveguide Filters"", , 1974.",https://doi.org/10.1109/TMTT.1974.1128242,2.0,Extraction successful
"J. Rhodes, ""Filters approximating ideal amplitude and arbitrary phase characteristics"", , 1973.",https://doi.org/10.1109/TCT.1973.1083626,2.0,Extraction successful
"J. Rhodes, ""Explicit formula for elements in ideal pulse compression transmission line networks"", , 1973.",https://doi.org/10.1109/TCT.1973.1083647,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",https://doi.org/10.1109/TMTT.1972.1127732,2.0,Extraction successful
"J. Rhodes, ""A Low-Pass Prototype Network for Microwave Linear Phase Filters"", , 1970.",https://doi.org/10.1109/TMTT.1970.1127222,2.0,Extraction successful
"J. Rhodes, ""The Generalized Direct-Coupled Cavity Linear Phase Filter"", , 1970.",https://doi.org/10.1109/TMTT.1970.1127224,2.0,Extraction successful
"H. Orchard, G. Temes, ""Filter Design Using Transformed Variables"", , 1968.",https://doi.org/10.1109/TCT.1968.1082870,2.0,Extraction successful
"R. Levy, ""Theory of Direct-Coupled-Cavity Filters"", , 1967.",https://doi.org/10.1109/TMTT.1967.1126471,2.0,Extraction successful
"Jr. R. Wyndrum, ""Microwave filters, impedance-matching networks, and coupling structures"", , 1965.",https://doi.org/10.1109/PROC.1965.4048,2.0,Extraction successful
"L. Young, ""Direct-Coupled Cavity Filters for Wide and Narrow Bandwidths"", , 1963.",https://doi.org/10.1109/TMTT.1963.1125629,2.0,Extraction successful
"R. Saal, E. Ulbrich, ""On the Design of Filters by Synthesis"", , 1958.",https://doi.org/10.1109/TCT.1958.1086481,2.0,Extraction successful
"R. Baum, ""Design of Unsymmetrical Band-Pass Filters"", , 1957.",https://doi.org/10.1109/TCT.1957.1086352,2.0,Extraction successful
"S. Cohn, ""Direct-Coupled-Resonator Filters"", Proceedings of the IRE, 1957.",https://doi.org/10.1109/JRPROC.1957.278389,2.0,Extraction successful
"H. Carlin, ""The Scattering Matrix in Network Theory"", , 1956.",https://doi.org/10.1109/TCT.1956.1086297,2.0,Extraction successful
"S. Darlington, ""Synthesis of Reactance 4-Poles Which Produce Prescribed Insertion Loss Characteristics: Including Special Applications To Filter Design"", , 1939.",https://doi.org/10.1002/SAPM1939181257,2.0,Abstract not found
"O. Brune, ""Synthesis of a finite two-terminal network whose driving-point impedance is a prescribed function of frequency"", , 1931.",https://doi.org/10.1002/sapm1931101191,2.0,Abstract not found
"R. Cameron, C. Kudsia, R. Mansour, ""Microwave Filters for Communication Systems: Fundamentals, Design and Applications"", , 2007.",,1.0,Done already
"R. Cameron, ""A novel realisation for microwave bandpass filters"", , 1979.",No doi,2.0,DOI not found
"W. Cauer, W. Klein, Franz M. Pelz, G. Knausenberger, J. Warfield, ""Synthesis of linear communication networks"", , 1958.",No doi,2.0,DOI not found
"E. Guillemin, ""Synthesis of Passive Networks"", , 1957.",No doi,2.0,DOI not found
"H. W. Bode, ""Network analysis and feedback amplifier design"", , 1945.",No doi,2.0,DOI not found
"G. Macchiarella, ""Accurate synthesis of inline prototype filters using cascaded triplet and quadruplet sections"", , 2002.",https://doi.org/10.1109/TMTT.2002.800429,2.0,Extraction successful
"R. Cameron, A. Harish, C. Radcliffe, ""Synthesis of advanced microwave filters without diagonal cross-couplings"", 2002 IEEE MTT-S International Microwave Symposium Digest (Cat. No.02CH37278), 2002.",,2.0,Extraction successful
"M. Chu, G. Golub, ""Structured inverse eigenvalue problems"", Acta Numerica, 2002.",https://doi.org/10.1017/S0962492902000016,2.0,Extraction successful
"S. Amari, ""Synthesis of cross-coupled resonator filters using an analytical gradient-based optimization technique"", , 2000.",,2.0,Extraction successful
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",,1.0,Done already
"W. Atia, K. Zaki, A. Atia, ""Synthesis of general topology multiple coupled resonator filters by optimization"", 1998 IEEE MTT-S International Microwave Symposium Digest (Cat. No.98CH36192), 1998.",,2.0,Extraction successful
"R. Levy, ""Direct synthesis of cascaded quadruplet (CQ) filters"", Proceedings of 1995 IEEE MTT-S International Microwave Symposium, 1995.",https://doi.org/10.1109/22.476634,2.0,Extraction successful
"D. Chambers, J. Rhodes, ""A Low-Pass Prototype Network Allowing the Placing of Integrated Poles at Real Frequencies"", , 1983.",https://doi.org/10.1109/TMTT.1983.1131426,2.0,Extraction successful
"R. Cameron, J. Rhodes, ""Asymmetric Realisations for Dual-Mode Bandpass Filters"", 1980 IEEE MTT-S International Microwave symposium Digest, 1980.",,2.0,Extraction successful
"A. Atia, A. Williams, R. Newcomb, ""Narrow-band multiple-coupled cavity synthesis"", , 1974.",,2.0,Extraction successful
"A. Atia, A. E. Williams, ""Narrow-Bandpass Waveguide Filters"", , 1972.",,2.0,Extraction successful
"H. B. Nielsen, ""DAMPING PARAMETER IN MARQUARDT ’ S METHOD"", , 1999.",No doi,2.0,DOI not found
"V. Miraftab, Ming Yu, ""Generalized Lossy Microwave Filter Coupling Matrix Synthesis and Design Using Mixed Technologies"", IEEE Transactions on Microwave Theory and Techniques, 2008.",https://doi.org/10.1109/TMTT.2008.2008267,2.0,Extraction successful
"Ming Yu, V. Miraftab, ""Shrinking microwave filters"", IEEE Microwave Magazine, 2008.",https://doi.org/10.1109/MMM.2008.927636,2.0,Extraction successful
"V. Miraftab, M. Yu, ""Generalized lossy microwave filter coupling matrix synthesis and design"", 2008 IEEE MTT-S International Microwave Symposium Digest, 2008.",https://doi.org/10.1109/MWSYM.2008.4632910,2.0,Extraction successful
"A. Guyette, I. Hunter, R. Pollard, ""The Design of Microwave Bandpass Filters Using Resonators With Nonuniform$ Q$"", IEEE Transactions on Microwave Theory and Techniques, 2006.",,1.0,Done already
"A. Guyette, I. Hunter, R. Pollard, ""A new class of selective filters using low-Q components suitable for MMIC implementation"", 2004 IEEE MTT-S International Microwave Symposium Digest (IEEE Cat. No.04CH37535), 2004.",https://doi.org/10.1109/MWSYM.2004.1338994,2.0,Extraction successful
"Ming Yu, Wai-Cheung Tang, A. Malarky, V. Dokas, R. Cameron, Ying Wang, ""Predistortion technique for cross-coupled filters and its application to satellite communication systems"", , 2003.",https://doi.org/10.1109/TMTT.2003.820172,2.0,Extraction successful
"R. Cameron, ""Advanced coupling matrix synthesis techniques for microwave filters"", , 2003.",,1.0,Done already
"R. Cameron, ""General coupling matrix synthesis methods for Chebyshev filtering functions"", , 1999.",,1.0,Done already
