References,DOIS,Iteration,Status
"C. Wohlin, P. Runeson, Martin Höst, M. C. Ohlsson, B. Regnell, ""Experimentation in Software Engineering"", The Kluwer International Series in Software Engineering, 2000.",https://doi.org/10.1007/978-1-4615-4625-2,1,Abstract not found
"S. Jarvenpaa, V. Rao, G. Huber, ""Computer Support for Meetings of Groups Working on Unstructured Problems: A Field Experiment"", MIS Q., 1988.",https://doi.org/10.2307/249137,1,Extraction successful
"G. Rand, ""Quantitative Applications in the Social Sciences"", , 1983.",https://doi.org/10.1057/JORS.1983.225,1,Abstract not found
"M. Perkmann, Valentina Tartari, M. Mckelvey, E. Autio, A. Broström, P. D’Este, R. Fini, A. Geuna, Rosa Grimaldi, A. Hughes, M. Kitson, Stefan Krabel, P. Llerena, F. Lissoni, A. Salter, M. Sobrero, ""Academic Engagement and Commercialisation: A Review of the Literature on University-Industry Relations"", , 2012.",https://doi.org/10.2139/ssrn.2088253,1,Extraction successful
"Sofia Sherman, I. Hadar, ""Identifying the need for a sustainable architecture maintenance process"", 2012 5th International Workshop on Co-operative and Human Aspects of Software Engineering (CHASE), 2012.",https://doi.org/10.1109/CHASE.2012.6223010,1,Extraction successful
"M. Perkmann, K. Walsh, ""The Two Faces of Collaboration: Impacts of University-Industry Relations on Public Research"", , 2009.",https://doi.org/10.1093/ICC/DTP015,1,Extraction successful
"A. Geuna, ""The Changing Rationale for European University Research Funding: Are There Negative Unintended Consequences?"", , 2001.",https://doi.org/10.1080/00213624.2001.11506393,1,Abstract not found
"J. Grossman, P. Reid, R. Morgan, ""Contributions of Academic Research to Industrial Performance in Five Industry Sectors"", , 2001.",https://doi.org/10.1023/A:1007848631448,1,Extraction successful
"Bronwyn H Hall, A. Link, John T. Scott, ""Barriers Inhibiting Industry from Partnering with Universities: Evidence from the Advanced Technology Program"", , 2000.",https://doi.org/10.1023/A:1007888312792,1,Extraction successful
"F. Meyer-Krahmer, U. Schmoch, ""Science-based technologies: university-industry interactions in four fields"", , 1998.",https://doi.org/10.1016/S0048-7333(98)00094-8,1,Extraction successful
"H. Etzkowitz, ""The norms of entrepreneurial science: cognitive effects of the new university-industry linkages"", , 1998.",https://doi.org/10.1016/S0048-7333(98)00093-6,1,Extraction successful
"B. Glaser, A. Strauss, ""The discovery of grounded theory: strategies for qualitative research aldine de gruyter"", , 1968.",https://doi.org/10.1097/00006199-196807000-00014,1,Extraction successful
"A. Bernardos, J. Casar, ""Critical factors for success in university-industry research projects"", Technol. Anal. Strateg. Manag., 2009.",https://doi.org/10.1080/09537320902969133,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",https://doi.org/10.1109/MS.2006.147,1,Extraction successful
"T. Barnes, I. Pashby, Anne Gibbons, ""Effective University - Industry Interaction: A Multi-case Evaluation of Collaborative R&D Projects"", , 2002.",https://doi.org/10.1016/S0263-2373(02)00044-0,1,Extraction successful
"F. David, G. Blom, ""Statistical Estimates and Transformed Beta-Variables."", , 1960.",https://doi.org/10.2307/2332984,1,Abstract not found
"Dean A. Leffingwell, Don Widrig, ""Managing software requirements: a unified approach"", , 1999.",No doi,1,DOI not found
"T. Gorschek, C. Wohlin, ""Requirements Abstraction Model"", Requirements Engineering, 2005.",https://doi.org/10.1007/s00766-005-0020-7,1,Extraction successful
"T. Gorschek, C. Wohlin, ""Packaging software process improvement issues: a method and a case study"", Softw. Pract. Exp., 2004.",https://doi.org/10.1002/spe.615,1,Extraction successful
"Matthias Weber, J. Weisbrod, ""Requirements Engineering in Automotive Development: Experiences and Challenges"", IEEE Softw., 2003.",https://doi.org/10.1109/MS.2003.1159025,1,Extraction successful
"H. Kaindl, S. Brinkkemper, J. Bubenko, B. Farbey, S. Greenspan, C. Heitmeyer, Julio Cesar Sampaio do Prado Leite, N. Mead, J. Mylopoulos, J. Siddiqi, ""Requirements Engineering and Technology Transfer: Obstacles, Incentives and Improvement Agenda"", Requirements Engineering, 2002.",https://doi.org/10.1007/s007660200008,1,Extraction successful
"V. Basili, F. McGarry, R. Pajerski, M. Zelkowitz, ""Lessons learned from 25 years of process improvement: the rise and fall of the NASA software engineering laboratory"", Proceedings of the 24th International Conference on Software Engineering. ICSE 2002, 2002.",https://doi.org/10.1145/581339.581351,1,Extraction successful
"S. Pfleeger, W. Menezes, ""Marketing Technology to Software Practitioners"", IEEE Softw., 2000.",https://doi.org/10.1109/52.819965,1,Extraction successful
"S. Pfleeger, ""Understanding and improving technology transfer in software engineering"", J. Syst. Softw., 1999.",https://doi.org/10.1016/S0164-1212(99)00031-X,1,Extraction successful
"P. Morris, M. Masera, M. Wilikens, ""Requirements engineering and industrial uptake"", Proceedings of IEEE International Symposium on Requirements Engineering: RE '98, 1998.",https://doi.org/10.1007/BF02919966,1,Extraction successful
"Steve Miller, ""How Can Requirements Engineering Research Become Requirements Engineering Practice?"", RE, 1997.",https://doi.org/10.1109/RE.1997.10001,1,BIB not found
"T. Gorschek, C. Wohlin, ""Identification of Improvement Issues Using a Lightweight Triangulation Approach"", , 2003.",No doi,1,DOI not found
"R. G. Fichman, C. Kemerer, ""The assimilation of software process innovations: an organizational learning perspective"", , 1997.",https://doi.org/10.1287/MNSC.43.10.1345,1,Extraction successful
"V. Lai, J. Guynes, ""An assessment of the influence of organizational characteristics on information technology adoption decision: a discriminative approach"", , 1997.",https://doi.org/10.1109/17.584923,1,Extraction successful
"S. Pfleeger, L. Hatton, ""Investigating the Influence of Formal Methods"", Computer, 1997.",https://doi.org/10.1109/2.566148,1,Extraction successful
"A. Rai, ""External information source and channel effectiveness and the diffusion of CASE innovations: an empirical study"", , 1995.",https://doi.org/10.1057/EJIS.1995.11,1,Extraction successful
"G. Premkumar, Michael Potter, ""Adoption of computer aided software engineering (CASE) technology: an innovation adoption perspective"", DATB, 1995.",https://doi.org/10.1145/217278.217291,1,Extraction successful
"Mary B. Presscott, Sue A. Conger, ""Information technology innovations: a classification by IT locus of impact and research approach"", DATB, 1995.",https://doi.org/10.1145/217278.217284,1,Extraction successful
"M. Griss, Marty Wosser, S. Pfleeger, ""Making Reuse Work At Hewlett-Packard"", IEEE Softw., 1995.",https://doi.org/10.1109/52.363160,1,Extraction successful
"D. Schum, ""The Evidential Foundations of Probabilistic Reasoning"", , 1994.",https://doi.org/10.2307/2291371,1,Abstract not found
"E. Berniker, ""Models of technology transfer. (A dialectical case study)"", Technology Management : the New International Language, 1991.",https://doi.org/10.1109/PICMET.1991.183700,1,Extraction successful
"M. Zelkowitz, ""Assessing Software Engineering Technology Transfer within NASA"", , 2000.",No doi,1,DOI not found
"M. Zelkowitz, D. Wallace, D. Binkley, ""Culture Conflicts in Software Engineering Technology Transfer"", , 1998.",No doi,1,DOI not found
"S. Redwine, W. Riddle, ""Software technology maturation"", ICSE '85, 1985.",No doi,1,DOI not found
"E. Rogers, ""Diffusion of Innovations, Fourth Edition"", , 1982.",No doi,1,DOI not found
"P. Runeson, Martin Höst, A. Rainer, B. Regnell, ""Case Study Research in Software Engineering - Guidelines and Examples"", , 2012.",https://doi.org/10.1002/9781118181034,1,Extraction successful
"A. Sandberg, L. Pareto, T. Arts, ""Agile Collaborative Research: Action Principles for Industry-Academia Collaboration"", IEEE Software, 2011.",https://doi.org/10.1109/MS.2011.49,1,Extraction successful
"Emelie Engström, P. Runeson, Andreas Ljung, ""Improving Regression Testing Transparency and Efficiency with History-Based Prioritization -- An Industrial Case Study"", 2011 Fourth IEEE International Conference on Software Testing, Verification and Validation, 2011.",https://doi.org/10.1109/ICST.2011.27,1,Extraction successful
"M. Arif, C. Egbu, M. Alshawi, S. Srinivas, M. Tariq, ""Promoting Green Construction in India through Industry-Academia Collaboration"", , 2010.",https://doi.org/10.1061/(ASCE)EI.1943-5541.0000019,1,Extraction successful
"A. Mujumdar, ""Editorial on Industry–Academia Collaboration in R&D"", , 2010.",https://doi.org/10.1080/07373931003609427,1,Abstract not found
"Toke Bjerregaard, ""Industry and academia in convergence: Micro-institutional dimensions of R&D collaboration"", , 2010.",https://doi.org/10.1016/J.TECHNOVATION.2009.11.002,1,Extraction successful
"I. Yamada, J. Matsuo, N. Toyoda, ""Summary of Industry‐Academia Collaboration Projects on Cluster Ion Beam Process Technology"", , 2008.",https://doi.org/10.1063/1.3033651,1,Extraction successful
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",https://doi.org/10.1109/MS.2006.147,1,Extraction successful
"A. Rainer, T. Hall, N. Baddoo, ""Persuading developers to ""buy into"" software process improvement: a local opinion and empirical evidence"", 2003 International Symposium on Empirical Software Engineering, 2003. ISESE 2003. Proceedings., 2003.",https://doi.org/10.1109/ISESE.2003.1237993,1,Extraction successful
"C. Wohlin, Håkan Grahn, L. Philips, S. Kågström, E. Angelis, Per Rovegard, T. Gorschek, J. Winter, G. Low, Kennet Henningsson, A. Aurum, Piotr Tomaszewski, Y. Dittrich, C. V. Toorn, ""Success Factors Powering Industry-Academia Collaboration in Software Research"", , 2012.",https://doi.org/10.1109/ms.2011.92,1,Done already in 1.0
"P. Runeson, ""It Takes Two to Tango -- An Experience Report on Industry -- Academia Collaboration"", 2012 IEEE Fifth International Conference on Software Testing, Verification and Validation, 2012.",https://doi.org/10.1109/ICST.2012.190,1,Extraction successful
"G. Holl, P. Grünbacher, Christoph Elsner, Thomas Klambauer, Michael Vierhauser, ""Constraint Checking in Distributed Product Configuration of Multi Product Lines"", 2013 20th Asia-Pacific Software Engineering Conference (APSEC), 2013.",https://doi.org/10.1109/APSEC.2013.54,1,Extraction successful
"G. Holl, P. Grünbacher, Christoph Elsner, Thomas Klambauer, ""Supporting Awareness during Collaborative and Distributed Configuration of Multi Product Lines"", 2012 19th Asia-Pacific Software Engineering Conference, 2012.",https://doi.org/10.1109/APSEC.2012.41,1,Extraction successful
"Rick Rabiser, P. Grünbacher, Martin Lehofer, ""A qualitative study on user guidance capabilities in product configuration tools"", 2012 Proceedings of the 27th IEEE/ACM International Conference on Automated Software Engineering, 2012.",https://doi.org/10.1145/2351676.2351693,1,Extraction successful
"Wolfgang Heider, Michael Vierhauser, Daniela Rabiser, P. Grünbacher, ""A Case Study on the Evolution of a Component-based Product Line"", 2012 Joint Working IEEE/IFIP Conference on Software Architecture and European Conference on Software Architecture, 2012.",https://doi.org/10.1109/WICSA-ECSA.212.8,1,Extraction successful
"C. Wohlin, A. Aurum, L. Angelis, Laura Phillips, Y. Dittrich, T. Gorschek, Håkan Grahn, Kennet Henningsson, S. Kågström, G. Low, Per Rovegard, Piotr Tomaszewski, C. V. Toorn, J. Winter, ""The Success Factors Powering Industry-Academia Collaboration"", IEEE Software, 2012.",https://doi.org/10.1109/MS.2011.92,1,Extraction successful
"Deepak Dhungana, P. Grünbacher, Rick Rabiser, ""The DOPLER meta-tool for decision-oriented variability modeling: a multiple case study"", Automated Software Engineering, 2011.",https://doi.org/10.1007/s10515-010-0076-6,1,Extraction successful
"Hyrum K. Wright, Miryung Kim, D. Perry, ""Validity concerns in software engineering research"", FoSER '10, 2010.",https://doi.org/10.1145/1882362.1882446,1,Extraction successful
"T. Barnes, I. Pashby, Anne Gibbons, ""Effective University - Industry Interaction: A Multi-case Evaluation of Collaborative R&D Projects"", , 2002.",https://doi.org/10.1016/S0263-2373(02)00044-0,1,Extraction successful
"Rick Rabiser, Deepak Dhungana, P. Grünbacher, Benedikt Burgstaller, ""Value-Based Elicitation of Product Line Variability: An Experience Report"", VaMoS, 2008.",No doi,1,DOI not found
"C. Denger, F. Shull, ""A Practical Approach for Quality-Driven Inspections"", IEEE Software, 2007.",https://doi.org/10.1109/MS.2007.31,1,Extraction successful
"Adam Trendowicz, J. Heidrich, Jürgen Münch, Yasushi Ishigai, Kenji Yokoyama, N. Kikuchi, ""Development of a hybrid cost estimation model in an iterative manner"", ICSE, 2006.",https://doi.org/10.1145/1134285.1134332,1,Extraction successful
"B. Freimut, C. Denger, M. Ketterer, ""An industrial case study of implementing and validating defect classification for process improvement and quality management"", 11th IEEE International Software Metrics Symposium (METRICS'05), 2005.",https://doi.org/10.1109/METRICS.2005.10,1,Extraction successful
"V. Basili, F. McGarry, R. Pajerski, M. Zelkowitz, ""Lessons learned from 25 years of process improvement: the rise and fall of the NASA software engineering laboratory"", Proceedings of the 24th International Conference on Software Engineering. ICSE 2002, 2002.",https://doi.org/10.1145/581339.581351,1,Extraction successful
"A. Walter, M. Auer, H. Gemünden, ""The impact of personality, competence, and activities of academic entrepreneurs on technology transfer success"", , 2002.",https://doi.org/10.1504/IJEIM.2002.000485,1,Abstract not found
"M. Ochs, Dietmar Pfahl, G. Chrobok-Diening, B. Nothhelfer-Kolb, ""A method for efficient measurement-based COTS assessment and selection method description and evaluation results"", Proceedings Seventh International Software Metrics Symposium, 2001.",https://doi.org/10.1109/METRIC.2001.915536,1,Extraction successful
"S. Pfleeger, ""Understanding and improving technology transfer in software engineering"", J. Syst. Softw., 1999.",https://doi.org/10.1016/S0164-1212(99)00031-X,1,Extraction successful
"B. Freimut, Brigitte Klein, O. Laitenberger, G. Ruhe, ""Measurable Software Quality Improvement through Innovative Software Inspection Technologies at Allianz Life Assurance"", , 2001.",No doi,1,DOI not found
"M. Ochs, Dietmar Pfahl, G. Chrobok-Diening, B. Nothhelfer-Kolb, ""A COTS Acquisition Process: Definition and Application Experience"", , 2000.",https://doi.org/10.1109/metric.2001.915536,1,Extraction successful
"F. Karlsson, Pär J. Ågerfalk, ""Method configuration: adapting to situational characteristics while creating reusable assets"", Inf. Softw. Technol., 2004.",https://doi.org/10.1016/j.infsof.2003.12.004,1,Extraction successful
"J. Iversen, L. Mathiassen, ""Cultivation and engineering of a software metrics program"", Inf. Syst. J., 2003.",https://doi.org/10.1046/j.1365-2575.2003.00136.x,1,Extraction successful
"VesseyIris, RameshV., L. GlassRobert, ""Research in Information Systems"", , 2002.",https://doi.org/10.4018/978-1-4666-0131-4.ch003,1,Extraction successful
"R. Galliers, F. Land, ""Choosing Appropriate Information Systems Research Methodologies"", , 2002.",https://doi.org/10.4135/9781849209687.N2,1,Abstract not found
"Gerard O'Regan, ""The Capability Maturity Model"", , 2002.",https://doi.org/10.1007/978-0-387-22454-1_4,1,Extraction successful
"J. Mingers, ""Combining IS Research Methods: Towards a Pluralist Methodology"", Inf. Syst. Res., 2001.",https://doi.org/10.1287/isre.12.3.240.9709,1,Extraction successful
"N. Kock, F. Lau, ""Information systems action research: serving two demanding masters"", , 2001.",https://doi.org/10.1108/ITP.2001.16114AAA.001,1,Extraction successful
"D. Avison, R. Baskerville, M. Myers, ""Controlling action research projects"", Inf. Technol. People, 2001.",https://doi.org/10.1108/09593840110384762,1,Extraction successful
"M. Chiasson, A. Dexter, ""System development conflict during the use of an information systems prototyping method of action research: Implications for practice and research"", Inf. Technol. People, 2001.",https://doi.org/10.1108/09593840110384799,1,Extraction successful
"J. McKay, P. Marshall, ""The dual imperatives of action research"", Inf. Technol. People, 2001.",https://doi.org/10.1108/09593840110384771,1,Extraction successful
"Gro Bjerknes, L. Mathiassen, ""Improving the customer-supplier relation in IT development"", Proceedings of the 33rd Annual Hawaii International Conference on System Sciences, 2000.",https://doi.org/10.1109/HICSS.2000.926774,1,Extraction successful
"George J. Bakehouse, ""Empirical Research in Information Systems"", , 2000.",https://doi.org/10.1007/978-1-4471-0761-3_7,1,Extraction successful
"Allen S. Lee, ""Rigor and relevance in MIS research: beyond the approach of positivism alone"", , 1999.",https://doi.org/10.2307/249407,1,Extraction successful
"L. Applegate, ""Rigor and Relevance in MIS Research-Introduction"", , 1999.",https://doi.org/10.2307/249402,1,Abstract not found
"T. Davenport, M. Markus, ""Rigor vs. relevance revisited: response to Benbasat and Zmud"", , 1999.",https://doi.org/10.2307/249405,1,Extraction successful
"L. Applegate, J. King, ""Rigor and relevance: careers on the line"", , 1999.",https://doi.org/10.2307/249404,1,Extraction successful
"K. Lyytinen, ""Empirical research in information systems: on the relevance of practice in thinking of IS research"", , 1999.",https://doi.org/10.2307/249406,1,Extraction successful
"I. Benbasat, R. Zmud, ""Empirical Research in Information Systems: The Practice of Relevance"", MIS Q., 1999.",https://doi.org/10.2307/249403,1,Extraction successful
"H. Klein, M. Myers, ""A Set of Principles for Conducting and Evaluating Interpretive Field Studies in Information Systems"", MIS Q., 1999.",https://doi.org/10.2307/249410,1,Extraction successful
"A. B. Jakobsen, ""Bottom-up Process Improvement Tricks"", IEEE Softw., 1998.",https://doi.org/10.1109/52.646884,1,Extraction successful
"M. Myers, ""Qualitative Research in Information Systems"", MIS Q., 1997.",https://doi.org/10.2307/249422,1,Extraction successful
"R. Vidgen, ""Stakeholders, soft systems and technology: separation and mediation in the analysis of information system requirements"", Inf. Syst. J., 1997.",https://doi.org/10.1046/j.1365-2575.1997.00003.x,1,Extraction successful
"R. Vidgen, K. Braa, ""Balancing interpretation and intervention in information systems research: the action case approach"", , 1997.",https://doi.org/10.1007/978-0-387-35309-8_26,1,Extraction successful
"F. Lau, ""A review on the use of action research in information systems studies"", , 1997.",https://doi.org/10.1007/978-0-387-35309-8_4,1,Extraction successful
"Allen S. Lee, J. Liebenau, ""Information Systems and Qualitative Research"", IFIP — The International Federation for Information Processing, 1997.",https://doi.org/10.1007/978-0-387-35309-8,1,Extraction successful
"R. Baskerville, J. Stage, ""Controlling Prototype Development Through Risk Analysis"", MIS Q., 1996.",https://doi.org/10.2307/249565,1,Extraction successful
"R. Baskerville, T. Wood-Harper, ""A critical perspective on action research as a method for information systems research"", J. Inf. Technol., 1996.",https://doi.org/10.1177/026839629601100305,1,Extraction successful
"Bob McFeeley, ""IDEAL: A User's Guide for Software Process Improvement."", , 1996.",https://doi.org/10.21236/ada305472,1,Abstract not found
"R. Hirschheim, H. Klein, K. Lyytinen, ""Exploring the intellectual structures of information systems development: A social action theoretic analysis"", , 1996.",https://doi.org/10.1016/0959-8022(96)00004-5,1,Extraction successful
"C. Ciborra, G. Lanzara, ""Formative contexts and information technology: Understanding the dynamics of innovation in organizations"", , 1994.",https://doi.org/10.1016/0959-8022(94)90005-1,1,Extraction successful
"M. Tan, ""Establishing Mutual Understanding in Systems Design: An Empirical Study"", J. Manag. Inf. Syst., 1994.",https://doi.org/10.1080/07421222.1994.11518024,1,Abstract not found
"I. Nonaka, ""A Dynamic Theory of Organizational Knowledge Creation"", , 1994.",https://doi.org/10.1287/ORSC.5.1.14,1,Extraction successful
"D. Walz, J. Elam, B. Curtis, ""Inside a software design team: knowledge acquisition, sharing, and integration"", CACM, 1993.",https://doi.org/10.1145/163430.163447,1,Extraction successful
"L. Mathiassen, A. Munk-Madsen, P. Nielsen, J. Stage, ""Object-oriented Analysis and Design."", , 1993.",https://doi.org/10.1016/0950-5849(93)90013-S,1,Abstract not found
"Jorgen P. Bansler, Keld Bødker, ""A reappraisal of structured analysis: design in an organizational context"", TOIS, 1993.",https://doi.org/10.1145/130226.148055,1,Extraction successful
"Mary C. Jones, R. Price, S. Madabhushi, ""Systems Analysis and Design Models Revisited: A Case Study"", , 1993.",https://doi.org/10.4018/IRMJ.1993010103,1,Extraction successful
"T. Davenport, ""Process Innovation: Reengineering Work Through Information Technology"", , 1992.",https://doi.org/10.5860/choice.30-4486,1,Abstract not found
"R. Hirschheim, H. Klein, ""Paradigmatic Influences on Information Systems Development Methodologies: Evolution and Conceptual Advances"", Adv. Comput., 1992.",https://doi.org/10.1016/S0065-2458(08)60328-9,1,Abstract not found
"D. Avison, T. Wood-Harper, ""Information Systems Development Research: An Exploration of Ideas in Practice"", Comput. J., 1991.",https://doi.org/10.1093/comjnl/34.2.98,1,Extraction successful
"E. Schein, ""Organisational culture and leadership"", , 1991.",https://doi.org/10.2307/258322,1,Extraction successful
"J. Nunamaker, Minder Chen, T. Purdin, ""Systems development in information systems research"", Twenty-Third Annual Hawaii International Conference on System Sciences, 1990.",https://doi.org/10.1109/HICSS.1990.205401,1,Extraction successful
"A. Pettigrew, ""Longitudinal Field Research on Change: Theory and Practice"", , 1990.",https://doi.org/10.1287/ORSC.1.3.267,1,Extraction successful
"N. E. Andersen, F. Kensing, Jette Lundin, L. Mathiassen, A. Munk-Madsen, Monika Rasbech, Pål Sørgaard, ""Professional systems development: experience, ideas and action"", , 1990.",https://doi.org/10.1016/0377-2217(90)90286-k,1,Abstract not found
"P. Checkland, J. Scholes, ""Soft Systems Methodology in Action"", , 1990.",https://doi.org/10.2307/2583669,1,Abstract not found
"D. Knuth, ""The errors of tex"", Softw. Pract. Exp., 1989.",https://doi.org/10.1002/spe.4380190702,1,Extraction successful
"K. Kozar, ""Adopting Systems Development Methods: An Exploratory Study"", J. Manag. Inf. Syst., 1989.",https://doi.org/10.1080/07421222.1989.11517840,1,Extraction successful
"S. Humphrey, ""MedIndEx system: medical indexing expert system"", Inf. Process. Manag., 1989.",https://doi.org/10.1016/0306-4573(89)90092-7,1,Extraction successful
"B. Curtis, H. Krasner, N. Iscoe, ""A field study of the software design process for large systems"", CACM, 1988.",https://doi.org/10.1145/50087.50089,1,Extraction successful
"W. Humphrey, ""Characterizing the software process: a maturity framework"", IEEE Software, 1988.",https://doi.org/10.1109/52.2014,1,Extraction successful
"B. Boehm, P. N. Papaccio, ""Understanding and Controlling Software Costs"", IEEE Trans. Software Eng., 1988.",https://doi.org/10.1109/32.6191,1,Extraction successful
"Charles R. Necco, Carl L. Gordon, N. Tsai, ""Systems Analysis and Design: Current Practices"", MIS Q., 1987.",https://doi.org/10.2307/248975,1,Extraction successful
"R. Galliers, F. Land, ""Viewpoint: choosing appropriate information systems research methodologies"", CACM, 1987.",https://doi.org/10.1145/32206.315753,1,Extraction successful
"R. Selby, V. Basili, F. T. Baker, ""Cleanroom Software Development: An Empirical Evaluation"", IEEE Transactions on Software Engineering, 1987.",https://doi.org/10.1109/TSE.1987.233525,1,Extraction successful
"Gail Salaway, ""An Organizational Learning Approach to Information Systems Development"", MIS Q., 1987.",https://doi.org/10.2307/249370,1,Extraction successful
"K. White, R. Leifer, ""Information Systems Development Success: Perspectives from Project Team Participants"", MIS Q., 1986.",https://doi.org/10.2307/249253,1,Extraction successful
"Donald A. Schön, ""The reflective practitioner : how professionals think in action"", , 1986.",https://doi.org/10.1080/07377366.1986.10401080,1,Extraction successful
"D. Parnas, P. Clements, ""A rational design process: How and why to fake it"", IEEE Transactions on Software Engineering, 1985.",https://doi.org/10.1109/TSE.1986.6312991,1,Extraction successful
"V. Basili, R. Selby, D. Hutchens, ""Experimentation in software engineering"", IEEE Transactions on Software Engineering, 1986.",https://doi.org/10.1109/TSE.1986.6312975,1,Extraction successful
"N. Vitalari, ""Knowledge as a Basis for Expertise in Systems Analysis: An Empirical Study"", MIS Q., 1985.",https://doi.org/10.2307/248950,1,Extraction successful
"J. D. Gould, C. Lewis, ""Designing for usability: key principles and what designers think"", CACM, 1985.",https://doi.org/10.1145/3166.3170,1,Extraction successful
"E. Mumford, R. Hirschheim, G. Fitzgerald, A. Wood-Harper, ""Research methods in information systems"", , 1985.",https://doi.org/10.1016/0378-7206(85)90013-8,1,Abstract not found
"V. Basili, D. Weiss, ""A Methodology for Collecting Valid Software Engineering Data"", IEEE Transactions on Software Engineering, 1984.",https://doi.org/10.1109/TSE.1984.5010301,1,Extraction successful
"K. White, ""MIS Project Teams: An Investigation of Cognitive Style Implications"", MIS Q., 1984.",https://doi.org/10.2307/249346,1,Extraction successful
"B. Boehm, T. E. Gray, Thomas Seewaldt, ""Prototyping Versus Specifying: A Multiproject Experiment"", IEEE Transactions on Software Engineering, 1984.",https://doi.org/10.1109/TSE.1984.5010238,1,Extraction successful
"M. Markus, ""Power, politics, and MIS implementation"", CACM, 1987.",https://doi.org/10.1145/358141.358148,1,Extraction successful
"N. Vitalari, G. Dickson, ""Problem solving for effective systems analysis: an experimental exploration"", CACM, 1983.",https://doi.org/10.1145/182.358458,1,Extraction successful
"J. McKeen, ""Successful Development Strategies for Business Application Systems"", MIS Q., 1983.",https://doi.org/10.2307/249056,1,Extraction successful
"D. Schoen, ""The reflective practitioner: how professionals think in action basic books inc"", , 1985.",https://doi.org/10.2307/3324262,1,Abstract not found
"K. Kaiser, R. Bostrom, ""Personality Characteristics of MIS Project Teams: An Empirical Study and Action-Research Design"", MIS Q., 1982.",https://doi.org/10.2307/249066,1,Extraction successful
