References,DOIS,Iteration,Status
"A. Salado, Roshi Rose Nilchiani, ""A Categorization Model of Requirements Based on Max‐Neef's Model of Human Needs"", Syst. Eng., 2013.",https://doi.org/10.4018/978-1-4666-4229-4.CH007,1.0,Extraction successful
"Tamjid Rahman, M. Rokonuzzaman, ""AN OBLE M ETHODOLOGY FOR USERSW ORK PROCESS DRIVEN SOFTWARE REQUIREMENT SFOR SMART H AND HELD DEVICES"", , 2014.",https://doi.org/10.1016/j.eswa.2012.01.154,1.0,Extraction successful
"S. Thew, ""Value based requirements engineering"", , 2014.",https://doi.org/10.1117/12.920234,1.0,Extraction successful
"J. Karlsson, ""Agile in a small project A refinement of a framework for agile requirements engineering"", , 2014.",https://doi.org/10.1049/iet-sen.2010.0096,1.0,Extraction successful
"Marko Komssi, Marjo Kauppinen, Harri Töhönen, L. Lehtola, A. Davis, ""Roadmapping problems in practice: value creation from the perspective of the customers"", Requirements Engineering, 2015.",https://doi.org/10.1504/IJBIS.2011.037296,1.0,Extraction successful
"Axel Hoffmann, A. Janzen, Holger Hoffmann, J. Leimeister, ""Success Factors for Requirement Patterns Approaches Exploring Requirements Analysts’ Opinions and Whishes"", GI-Jahrestagung, 2014.",https://doi.org/10.1007/978-3-642-24358-5_24,1.0,Extraction successful
"M. Babar, Masitah Ghazali, D. Jawawi, ""Software quality enhancement for value based systems through stakeholders quantification"", , 2013.",https://doi.org/10.4995/THESIS/10251/11445,1.0,Abstract not found
"N. Mead, ""A history of the international requirements engineering conference (RE)RE@21"", 2013 21st IEEE International Requirements Engineering Conference (RE), 2013.",https://doi.org/10.1080/08874417.2011.11645523,1.0,BIB not found
"C. Durugbo, ""Integrated product‐service analysis using SysML requirement diagrams"", Syst. Eng., 2013.",https://doi.org/10.1109/CCIENG.2011.6008044,1.0,Extraction successful
"Sean W. Hansen, Amol Kharabe, K. Lyytinen, ""The Structures of Computation: A Distributed Cognitive Analysis of Requirements Evolution in Diverse Software Development Environments"", , 2013.",https://doi.org/10.1109/RE.2011.6051662,1.0,Extraction successful
"Saqib Saeed, Ashi Iram, Kiran Nazeer, Tayyaba Ayub, ""Understanding Requirement Engineering Practices: An Empirical Study of the Pakistani Software Industry"", , 2013.",https://doi.org/10.5445/IR/1000023768,1.0,Abstract not found
"Vasileios Koutsoumpos, Iker Mariñelarena, ""Agile Methodologies and Software Process Improvement Maturity Models, Current State of Practice in Small and Medium Enterprises"", , 2013.",https://doi.org/10.1002/smr.469,1.0,Extraction successful
"J. Gray, Hyun Cho, ""A demonstration-based approach for domain-specific modeling language creation"", , 2013.",https://doi.org/10.1007/s10664-010-9146-4,1.0,Extraction successful
"Anup Shrestha, A. Cater-Steel, Wui-Gee Tan, M. Toleman, ""A model to select processes for IT service management improvement"", , 2012.",https://doi.org/10.1016/j.datak.2010.10.003,1.0,Extraction successful
"Jonas Poelmans, G. Dedene, M. Snoeck, S. Viaene, ""An iterative requirements engineering framework based on Formal Concept Analysis and C-K theory"", Expert Syst. Appl., 2012.",https://doi.org/10.1081/E-ESE-120048156,1.0,BIB not found
"P. OnkarNath, ey, D.B.Ojha, ""PROCESS SUPPORT FOR REQUIREMENTS ENGINEERING"", , 2012.",https://doi.org/10.1007/978-3-642-17722-4_2,1.0,Extraction successful
"P. OnkarNath, ey, D.B.Ojha, ""A TECHNICAL DISCUSSION ON REQUIREMENT ENGINEERING WITH AN EXAMPLE"", , 2012.",https://doi.org/10.1007/978-3-642-17722-4_3,1.0,Extraction successful
"S. Guo, Haiying Li, Chunfang Ding, Honghong Ren, ""The iterative and incremental development on real-time database systems"", Other Conferences, 2011.",https://doi.org/10.1007/s00766-010-0100-1,1.0,Extraction successful
"Nath Pandey, D. Ojha, ""A TECHNICAL DISCUSSION ON REQUIREMENT ENGINEERING WITH AN EXAMPLE Onkar"", , 2012.",https://doi.org/10.1109/HICSS.2010.98,1.0,Extraction successful
"Nath Pandey, D. Ojha, ""PROCESS SUPPORT FOR REQUIREMENTS ENGINEERING Onkar"", , 2012.",https://doi.org/10.1007/978-3-642-12544-7_3,1.0,Extraction successful
"P. Parviainen, ""Global software engineering : challenges and solutions framework"", , 2012.",https://doi.org/10.4018/JSSE.2010102005,1.0,Extraction successful
"Nan Niu, Alejandra Yepez Lopez, Jing-Ru C. Cheng, ""Using soft systems methodology to improve requirements practices: an exploratory case study"", IET Softw., 2011.",https://doi.org/10.1109/ICCTD.2009.41,1.0,Extraction successful
"L. Hannola, Petri Oinonen, U. Nikula, ""Assessing and improving the front end activities of software development"", Int. J. Bus. Inf. Syst., 2011.",https://doi.org/10.1007/978-3-642-04840-1_7,1.0,Extraction successful
"Tom Huysegoms, M. Snoeck, G. Dedene, Antoon Goderis, ""Requirements for Successful Software Development with Variability: A Case Study"", CENTERIS, 2011.",https://doi.org/10.1109/ICSEA.2009.16,1.0,Extraction successful
"Delia Gonzalez, José Luís, ""Business process-based requirements specification and object-oriented conceptual modelling of information systems"", , 2011.",https://doi.org/10.1109/RE.2009.44,1.0,Extraction successful
"L. Hannola, Päivi Ovaska, ""Challenging Front-end-of-Innovation in Information Systems"", J. Comput. Inf. Syst., 2011.",https://doi.org/10.1108/09685220910978086,1.0,Abstract not found
"M. Irfan, Hong Zhu, ""Key role of value-oriented requirements to develop real-time database systems"", 2011 IEEE 2nd International Conference on Computing, Control and Industrial Engineering, 2011.",https://doi.org/10.1007/s00766-009-0080-1,1.0,Extraction successful
"Marko Komssi, Marjo Kauppinen, Harri Töhönen, L. Lehtola, A. Davis, ""Integrating analysis of customers' processes into roadmapping: The value-creation perspective"", 2011 IEEE 19th International Requirements Engineering Conference, 2011.",https://doi.org/10.1109/ITNG.2009.134,1.0,Extraction successful
"J. A. Garcia, ""A Theory of Shared Understanding for Software Organizations"", , 2011.",https://doi.org/10.4018/jssci.2009040105,1.0,Extraction successful
"S. Muschik, ""Development of Systems of Objectives in Early Product Engineering. Entwicklung von Zielsystemen in der frühen Produktentstehung"", , 2011.",https://doi.org/10.1007/978-3-540-92966-6_1,1.0,Extraction successful
"Bernardo Giori Ambrósio, J. L. Braga, Moisés A. Resende-Filho, ""Modeling and scenario simulation for decision support in management of requirements activities in software projects"", J. Softw. Maintenance Res. Pract., 2011.",https://doi.org/10.1007/978-3-540-89218-2_5,1.0,Extraction successful
"Martin Ivarsson, T. Gorschek, ""A method for evaluating rigor and industrial relevance of technology evaluations"", Empirical Software Engineering, 2011.",https://doi.org/10.5753/sbes.2008.21328,1.0,Extraction successful
"Ateret Anaby-Tavor, David Amid, A. Fisher, Avivit Bercovici, H. Ossher, M. Callery, Michael Desmond, Sophia Krasikov, I. Simmonds, ""Insights into enterprise conceptual modeling"", Data Knowl. Eng., 2010.",https://doi.org/10.1145/1414004.1414046,1.0,Extraction successful
"C. Ebert, M. Kuhrmann, R. Prikladnicki, ""Global Software Engineering"", , 2010.",https://doi.org/10.1109/RE.2008.59,1.0,Extraction successful
"Stefania Leone, Matthias Geel, M. Norrie, ""Exploiting Tag Clouds for Database Browsing and Querying"", CAiSE Forum, 2010.",https://doi.org/10.1109/COMPSAC.2008.110,1.0,Extraction successful
"Ken Decreus, G. Poels, ""A Goal-Oriented Requirements Engineering Method for Business Processes"", CAiSE Forum, 2010.",https://doi.org/10.1145/1363686.1363836,1.0,Done already in 1
"D. Moody, P. Heymans, Raimundas Matulevičius, ""Visual syntax does matter: improving the cognitive effectiveness of the i* visual notation"", Requirements Engineering, 2010.",https://doi.org/10.4304/JSW.3.6.57-68,1.0,Extraction successful
"Nan Niu, ""Extractive Product Line Requirements Engineering"", , 2010.",https://doi.org/10.35537/10915/2456,1.0,Abstract not found
"Sean W. Hansen, K. Lyytinen, ""Challenges in Contemporary Requirements Practice"", 2010 43rd Hawaii International Conference on System Sciences, 2010.",https://doi.org/10.1007/978-3-540-92966-6_3,1.0,Extraction successful
"Martin Ivarsson, ""Experience driven software process assessment and improvement"", , 2010.",https://doi.org/10.1142/S0218194007003513,1.0,Extraction successful
"Sean W. Hansen, ""A SOCIO-TECHNICAL PERSPECTIVE ON REQUIREMENTS ENGINEERING"", , 2010.",https://doi.org/10.1109/IRI.2007.4296656,1.0,Extraction successful
"Sean W. Hansen, K. Lyytinen, ""Contemporary Challenges in Requirements Discovery and Validation: Two Case Studies in Complex Environments"", Intentional Perspectives on Information Systems Engineering, 2010.",https://doi.org/10.1007/s00766-007-0042-4,1.0,Extraction successful
"N. Mead, ""Benefits and Challenges in the Use of Case Studies for Security Requirements Engineering Methods"", Int. J. Secur. Softw. Eng., 2010.",https://doi.org/10.1016/j.dss.2005.05.027,1.0,Extraction successful
"J. N. Ros, ""Una Propuesta de Gestión Integrada de Modelos y Requisitos en Líneas de Productos Software"", , 2009.",https://doi.org/10.1007/s11155-006-9020-7,1.0,Extraction successful
"A. S. Danesh, S. Mortazavi, S. Danesh, ""Requirements Prioritization in On-line Banking Systems: Using Value-Oriented Framework"", 2009 International Conference on Computer Technology and Development, 2009.",https://doi.org/10.1007/978-3-540-75162-5_3,1.0,Extraction successful
"Ateret Anaby-Tavor, David Amid, A. Fisher, H. Ossher, R. Bellamy, M. Callery, Michael Desmond, Sophia Krasikov, Tova Roth, I. Simmonds, J. D. Vries, ""An Empirical Study of Enterprise Conceptual Modeling"", ER, 2009.",https://doi.org/10.1109/MS.2007.30,1.0,Extraction successful
"H. Kaindl, P. Wagner, ""A Unification of the Essence of Goal-Oriented Requirements Engineering"", 2009 Fourth International Conference on Software Engineering Advances, 2009.",https://doi.org/10.1109/MS.2006.147,1.0,Extraction successful
"D. Moody, P. Heymans, Raimundas Matulevičius, ""Improving the Effectiveness of Visual Representations in Requirements Engineering: An Evaluation of i* Visual Syntax"", 2009 17th IEEE International Requirements Engineering Conference, 2009.",https://doi.org/10.1109/RE.2006.73,1.0,Extraction successful
"K. Rouibah, Sulaiman Al-Rafee, ""Requirement engineering elicitation methods: A Kuwaiti empirical study about familiarity, usage and perceived value"", Inf. Manag. Comput. Secur., 2009.",https://doi.org/10.1109/TSE.2006.61,1.0,Extraction successful
"Martin Ivarsson, T. Gorschek, ""Technology transfer decision support in requirements engineering research: a systematic review of REj"", Requirements Engineering, 2009.",https://doi.org/10.1007/978-0-387-36402-5_60,1.0,Extraction successful
"A. Connor, Jim Buchan, K. Petrova, ""Bridging the Research-Practice Gap in Requirements Engineering through Effective Teaching and Peer Learning"", 2009 Sixth International Conference on Information Technology: New Generations, 2009.",https://doi.org/10.1016/j.datak.2004.12.005,1.0,Extraction successful
"G. Mahalakshmi, T. Geetha, ""Requirements Elicitation by Defect Elimination: An Indian Logic Perspective"", Int. J. Softw. Sci. Comput. Intell., 2009.",https://doi.org/10.1145/1085313.1085323,1.0,Extraction successful
"N. Berente, Sean W. Hansen, K. Lyytinen, ""High Impact Design Requirements - Key Design Challenges for the Next Decade"", , 2009.",https://doi.org/10.1109/RE.2005.65,1.0,Extraction successful
"Arturo González, Sergio España, Ó. Pastor, ""Towards a Communicational Perspective for Enterprise Information Systems Modelling"", PoEM, 2008.",https://doi.org/10.1109/ASWEC.2005.46,1.0,Extraction successful
"Milene Serrano, M. Serrano, Filipe Napolitano, Eduardo Kinder, Mark Douglas, Danielle Loyola, Bruno Rezende, Julio Cesar Sampaio do Prado Leite, ""Avaliação Experimental de um Método para Avaliação de Equipes de Requisitos"", SBES, 2008.",https://doi.org/10.1007/0-387-28809-0_29,1.0,Abstract not found
"Yuepu Guo, C. Seaman, ""A survey of software project managers on software process change"", ESEM '08, 2008.",https://doi.org/10.1007/3-540-28244-0_13,1.0,Extraction successful
"Hermann Kaindl, Larry L. Constantine, Ó. Pastor, A. Sutcliffe, D. Zowghi, ""How to Combine Requirements Engineering and Interaction Design?"", 2008 16th IEEE International Requirements Engineering Conference, 2008.",https://doi.org/10.1007/3-540-28244-0_19,1.0,Extraction successful
"Ken Decreus, G. Poels, ""Putting Business into Business Process Models"", 2008 32nd Annual IEEE International Computer Software and Applications Conference, 2008.",https://doi.org/10.1109/MS.2005.1,1.0,Extraction successful
"Guo Shuhang, Lan Yuqing, Jin Maozhong, Gao Jing, L. Hongjuan, ""A new method of requirements engineering process design"", , 2008.",https://doi.org/10.4018/978-1-59140-375-3.CH008,1.0,Extraction successful
"C. Alves, George Valença, Tayanna Sotero, Jeane Mendes, ""Requirements engineering process improvement: a knowledge transfer experience"", SAC '08, 2008.",https://doi.org/10.1016/j.infsof.2004.04.002,1.0,Extraction successful
"M. S. Soares, J. Vrancken, ""Model-Driven User Requirements Specification using SysML"", J. Softw., 2008.",https://doi.org/10.1109/RE.2004.17,1.0,BIB not found
"Graciela D. S. Hadad, ""Uso de escenarios en la derivación de software"", , 2008.",https://doi.org/10.1016/j.infsof.2003.12.004,1.0,Extraction successful
"Virgínia Heimann, C. Alves, ""Melhorando o Processo de Engenharia de Requisitos em Empresas de Produtos de Software - Um Estudo de Caso"", CIbSE, 2008.",https://doi.org/10.1007/978-3-540-25975-6_26,1.0,Extraction successful
"K. Rouibah, Sulaiman Al-Rafee, ""Perspective on Information Requirement Determination Practices in Kuwait: Familiarity, Usage and Perceived Value"", , 2008.",https://doi.org/10.1007/978-3-540-25975-6_15,1.0,Extraction successful
"Sean W. Hansen, N. Berente, K. Lyytinen, ""Requirements in the 21st Century: Current Practice and Emerging Trends"", Perspectives Workshop: Science of Design: High-Impact Requirements for Software-Intensive Systems, 2008.",https://doi.org/10.1007/s00766-004-0188-2,1.0,Extraction successful
"P. Parviainen, Maarit Tihinen, ""A Survey of Existing Requirements Engineering Technologies and their Coverage"", Int. J. Softw. Eng. Knowl. Eng., 2007.",https://doi.org/10.1007/BF03054966,1.0,Extraction successful
"C. Mattmann, V. Perrone, S. Kelly, D. Crichton, A. Finkelstein, N. Medvidović, ""A Reference Framework for Requirements and Architecture in Biomedical Grid Systems"", 2007 IEEE International Conference on Information Reuse and Integration, 2007.",https://doi.org/10.1109/APSEC.2003.1254353,1.0,Extraction successful
"Emila Sadraei, A. Aurum, G. Beydoun, B. Paech, ""A field study of the requirements engineering practice in Australian software industry"", Requirements Engineering, 2007.",https://doi.org/10.1109/IEMC.2003.1252313,1.0,Extraction successful
"R. Klashner, Sameh Sabet, ""A DSS Design Model for complex problems: Lessons from mission critical infrastructure"", Decis. Support Syst., 2007.",https://doi.org/10.1109/ICRE.2003.1232744,1.0,Extraction successful
"F. Garzotto, V. Perrone, ""Industrial acceptability of Web design methods: an empirical study"", , 2007.",https://doi.org/10.1109/CCECE.2003.1226156,1.0,Extraction successful
"Spencer Smith, L. Lai, Ridha Khédri, ""Requirements Analysis for Engineering Computation: A Systematic Approach for Improving Reliability"", Reliab. Comput., 2006.",https://doi.org/10.1023/A:1022994516210,1.0,Extraction successful
"J. Azar, Randy K. Smith, D. Cordes, ""Prioritization in a Small Development Organization"", , 2007.",No doi,1.0,DOI not found
"Nan Niu, S. Easterbrook, ""Analysis of Early Aspects in Requirements Goal Models: A Concept-Driven Approach"", LNCS Trans. Aspect Oriented Softw. Dev., 2007.",No doi,1.0,DOI not found
"J. Azar, Randy K. Smith, D. Cordes, ""Value-Oriented Requirements Prioritization in a Small Development Organization"", IEEE Software, 2007.",No doi,1.0,DOI not found
"T. Gorschek, P. Garre, S. Larsson, T. Gorschek, P. Garre, S. Larsson, Claes Wohlin, ""Per Garre i"", , 2007.",No doi,1.0,DOI not found
"M. Eriksson, ""Engineering Families of Software-Intensive Systems using Features, Goals and Scenarios"", , 2007.",No doi,1.0,DOI not found
"H. Salzer, I. Levin, ""The Core Science of Software Engineering"", , 2007.",No doi,1.0,DOI not found
"T. Gorschek, P. Garre, S. Larsson, C. Wohlin, ""A Model for Technology Transfer in Practice"", IEEE Software, 2006.",No doi,1.0,DOI not found
"H. Akkermans, J. Gordijn, ""What is This Science Called Requirements Engineering?"", 14th IEEE International Requirements Engineering Conference (RE'06), 2006.",No doi,1.0,DOI not found
"Daniela E. Damian, J. Chisan, ""An Empirical Study of the Complex Relationships between Requirements Engineering Processes and Other Processes that Lead to Payoffs in Productivity, Quality, and Risk Management"", IEEE Transactions on Software Engineering, 2006.",No doi,1.0,DOI not found
"Raimundas Matulevičius, G. Sindre, ""Requirements Engineering Tool Evaluation Approach"", , 2006.",No doi,1.0,DOI not found
"J. Recker, M. Rosemann, Peter F. Green, M. Indulska, ""Towards a Theory of Modeling Grammar Acceptance"", , 2006.",No doi,1.0,DOI not found
"D. Moody, ""Theoretical and practical issues in evaluating the quality of conceptual models: current state and future directions"", Data Knowl. Eng., 2005.",No doi,1.0,DOI not found
"Marjo Kauppinen, ""Introducing requirements engineering into product development : towards systematic user requirements definition"", , 2005.",No doi,1.0,DOI not found
"V. Perrone, D. Bolchini, P. Paolini, ""A stakeholders centered approach for conceptual modeling of communication-intensive applications"", SIGDOC '05, 2005.",No doi,1.0,DOI not found
"V. Perrone, D. Bolchini, A. Rastellini, L. Dragone, ""Shaping requirements for institutional Web applications: experience from an industrial project"", 13th IEEE International Conference on Requirements Engineering (RE'05), 2005.",No doi,1.0,DOI not found
"V. Perrone, D. Bolchini, ""Designing communication-intensive web applications: experience and lessons from a real case"", , 2005.",No doi,1.0,DOI not found
"Bee Bee Chua, J. Verner, ""IT Practitioner's Perspective on Australian Risk Management Practices and Tools for Software Development Projects: A Pilot Study"", SoMeT, 2005.",No doi,1.0,DOI not found
"José G. Borges, Sandrina Pereira, P. O. Carvalho, ""A eficácia do interface ciência - política florestal"", , 2005.",No doi,1.0,DOI not found
"U. Nikula, J. Sajaniemi, ""Tackling the complexity of requirements engineering process improvement by partitioning the improvement task"", 2005 Australian Software Engineering Conference, 2005.",No doi,1.0,DOI not found
"B. Palyagar, Deborah Richards, ""A Communication protocol for requirements engineering processes"", , 2005.",No doi,1.0,DOI not found
"Raimundas Matulevičius, ""Survey of Requirements Engineering Practice in Lithuanian Software Development Companies"", , 2005.",No doi,1.0,DOI not found
"B. Regnell, S. Brinkkemper, ""Market-Driven Requirements Engineering for Software Products"", , 2005.",No doi,1.0,DOI not found
"B. Paech, T. Koenig, L. Borner, A. Aurum, ""An Analysis of Empirical Requirements Engineering Survey Data"", , 2005.",https://doi.org/10.4995/thesis/10251/63266,1.0,Abstract not found
"J. Dag, V. Gervasi, S. Brinkkemper, B. Regnell, ""A linguistic-engineering approach to large-scale requirements management"", IEEE Software, 2005.",https://doi.org/10.1109/chicc.2008.4605433,1.0,Extraction successful
"P. Campos, ""Task-Driven Tools for Requirements Engineering"", , 2005.",https://doi.org/10.17771/pucrio.wer.inf2018-53,1.0,Extraction successful
"J. Dag, ""Managing Natural Language Requirements in Large-Scale Software Development"", , 2005.",https://doi.org/10.1108/09685220910978086,1.0,Abstract not found
"Raimundas Matulevičius, ""Validating an Evaluation Framework for Requirements Engineering Tools"", Information Modeling Methods and Methodologies, 2005.",No doi,1.0,DOI not found
"V. Perrone, L. Mainetti, P. Paolini, ""A UML Extension for Designing Usable User Experiences for Web Applications"", IWWOST@CAiSE, 2005.",No doi,1.0,DOI not found
"U. Nikula, ""Introducing basic systematic requirements engineering practices in small organizations with an easy to adopt method"", , 2004.",https://doi.org/10.1007/s00766-007-0047-z,1.0,Extraction successful
"Marjo Kauppinen, M. Vartiainen, J. Kontio, Sari Kujala, R. Sulonen, ""Implementing requirements engineering processes throughout organizations: success factors and challenges"", Inf. Softw. Technol., 2004.",No doi,1.0,DOI not found
"J. Gordijn, V. Kartseva, J. Schildwacht, R. Wieringa, H. Akkermans, ""Developing a domain-specific cross-organizational RE method"", Proceedings. 12th IEEE International Requirements Engineering Conference, 2004., 2004.",No doi,1.0,DOI not found
"F. Karlsson, Pär J. Ågerfalk, ""Method configuration: adapting to situational characteristics while creating reusable assets"", Inf. Softw. Technol., 2004.",No doi,1.0,DOI not found
